IA_p,IB_p,IC_p,IA_m,IB_m,IC_m,Rs_A,Rs_B,Rs_C,Ls,state
0.4062,0.6032,0.9471,-0.5899,-0.5491,-0.9084,3.0774,3.1042,1.8183,0.0144,3
0.4844,0.5056,0.9275,-0.5508,-0.6077,-1.0061,3.1206,3.1391,2.0563,0.0133,3
0.3672,0.5056,0.8885,-0.6289,-0.5296,-0.9084,3.1013,3.1496,2.0416,0.0129,3
0.4258,0.5056,0.4392,-0.6289,-0.4515,-0.5373,3.5664,3.602,3.6785,0.0184,0
0.875,0.6618,0.5174,-0.9805,-0.51,-0.7326,1.9141,3.1784,3.2302,0.0154,1
0.5039,0.779,0.5955,-0.707,-1.0374,-0.4983,3.1815,2.0192,3.2392,0.014,2
0.543,0.6032,0.9861,-0.5899,-0.5296,-0.9865,3.1186,3.154,2.0417,0.0127,3
0.4258,0.9157,0.5369,-0.8242,-0.9397,-0.7326,3.0941,1.876,3.164,0.0139,2
0.3867,0.5446,0.283,-0.6289,-0.6663,-0.4592,3.649,3.649,3.6895,0.0183,0
0.543,0.9353,0.5174,-0.6289,-1.0569,-0.6154,3.1511,2.0323,3.197,0.0123,2
0.9336,0.3884,0.4588,-0.9805,-0.5491,-0.6545,1.8445,3.1871,3.2739,0.0156,1
0.4258,0.5056,0.9275,-0.5703,-0.6858,-0.9084,3.1678,3.1704,2.0509,0.012,3
0.5234,0.447,0.908,-0.668,-0.5296,-1.0256,3.0918,3.0841,1.8084,0.0117,3
0.4453,0.5251,0.8494,-0.5899,-0.5686,-0.8889,3.1793,3.2094,2.0807,0.0133,3
0.4844,0.486,1.0252,-0.5899,-0.5491,-0.9475,3.0677,3.0907,1.7847,0.0142,3
0.9531,0.6032,0.5174,-0.8828,-0.4905,-0.7131,2.0863,3.2656,3.3207,0.0152,1
0.543,0.8767,0.5564,-0.6289,-0.8225,-0.7522,3.2784,2.1353,3.3147,0.0122,2
0.3867,0.3689,0.4588,-0.6875,-0.5686,-0.4397,3.5896,3.6249,3.6643,0.018,0
0.6015,0.5446,0.9666,-0.5899,-0.471,-0.8889,3.2068,3.2254,2.0763,0.0145,3
0.8359,0.7204,0.4978,-1,-0.6077,-0.6154,1.8427,3.1744,3.2118,0.0133,1
0.5234,0.6228,0.8299,-0.668,-0.6663,-0.9279,3.1225,3.1422,1.9106,0.0133,3
0.875,0.5056,0.5955,-0.9219,-0.5686,-0.6936,2.2391,3.4624,3.5128,0.014,1
0.3476,0.6228,0.908,-0.4727,-0.5296,-1.1233,3.4742,3.4947,2.2782,0.0139,3
1.1272,0.8512,1.1046,-0.572,-0.7699,-0.9462,0,0,0,0,6
0.8555,0.5837,0.576,-0.8047,-0.51,-0.5959,2.2549,3.4702,3.512,0.016,1
0.4062,0.8962,0.5564,-0.6094,-0.9202,-0.7326,3.3627,2.1939,3.4212,0.014,2
0.3476,0.6423,1.0252,-0.707,-0.51,-1.0451,3.0202,3.0398,1.7811,0.0127,3
0.4258,0.7985,0.5369,-0.6875,-0.9593,-0.6154,3.3178,2.1631,3.3707,0.0147,2
0.4844,0.5446,0.5955,-0.6094,-0.4319,-0.5373,3.5744,3.6078,3.6177,0.0182,0
0.8555,0.6423,0.5564,-0.9024,-0.6077,-0.5764,2.2194,3.3936,3.4966,0.0141,1
0.8359,0.5642,0.5955,-0.8438,-0.4905,-0.674,2.1002,3.2804,3.3335,0.0136,1
0.8945,0.486,0.615,-0.9219,-0.5296,-0.635,2.3274,3.3697,3.3773,0.015,1
0.4258,0.9548,0.3806,-0.6875,-0.8421,-0.7326,3.3158,2.2896,3.3742,0.0135,2
0.4844,0.5446,0.4978,-0.6094,-0.5882,-0.5373,3.5528,3.5467,3.5866,0.0184,0
0.4648,0.5642,0.8103,-0.5313,-0.6077,-0.8694,3.2255,3.2551,2.251,0.0131,3
0.8359,0.5251,0.3806,-0.9414,-0.5491,-0.6154,2.3134,3.342,3.3781,0.0161,1
0.8555,0.6423,0.5564,-0.9414,-0.4515,-0.5373,2.0676,3.244,3.3361,0.0137,1
0.5625,0.7009,0.5955,-0.668,-0.9593,-0.5764,3.2117,2.0606,3.2821,0.0142,2
0.5039,0.8376,0.5174,-0.6875,-0.8616,-0.674,3.2135,2.0549,3.2795,0.0143,2
0.914,0.6032,0.4588,-1.0586,-0.5491,-0.5178,2.1056,3.2995,3.345,0.0139,1
0.582,0.6618,0.8299,-0.7266,-0.5296,-0.967,3.039,3.0546,1.7777,0.0121,3
0.3672,0.3884,0.4783,-0.5899,-0.4319,-0.4983,3.606,3.6299,3.7133,0.0184,0
0.5039,0.6032,0.4392,-0.5703,-0.51,-0.4983,3.5987,3.6164,3.6644,0.0183,0
0.875,0.5446,0.6736,-0.8242,-0.6858,-0.7326,2.2985,3.3281,3.3373,0.0164,1
0.2305,0.447,0.5174,-0.5899,-0.4515,-0.5959,3.6187,3.6113,3.6559,0.0183,0
0.5234,1.0329,0.6346,-0.6875,-0.9593,-0.5373,3.1618,1.8212,3.2012,0.0117,2
1.1077,1.1637,0.6945,-0.5329,-0.809,-0.8876,0,0,0,0,4
0.5039,0.9548,0.4783,-0.6289,-0.9007,-0.6545,3.245,2.0459,3.293,0.014,2
0.5234,0.6814,0.4197,-0.6289,-0.5296,-0.4787,3.5069,3.5191,3.5602,0.0182,0
0.4258,0.6228,0.8299,-0.8242,-0.4124,-1.0451,3.1895,3.2026,2.066,0.0121,3
1.1272,1.1441,0.7335,-0.5134,-0.6332,-0.9071,0,0,0,0,4
0.5234,0.5642,0.8494,-0.6485,-0.4319,-0.9475,3.4669,3.5066,2.2885,0.0156,3
0.4648,0.5837,0.7322,-0.5899,-0.6468,-0.8889,3.1407,3.1631,1.9133,0.013,3
0.4453,0.9353,0.5369,-0.7266,-0.8616,-0.8108,3.3574,2.1862,3.4235,0.0135,2
0.2305,0.3103,0.5369,-0.6875,-0.4905,-0.3225,3.6393,3.6283,3.7026,0.0182,0
0.8359,0.5446,0.5174,-0.8242,-0.5882,-0.7522,2.2388,3.4311,3.4908,0.0164,1
0.4453,0.5446,0.8885,-0.6289,-0.51,-0.8694,3.1165,3.1246,2.0445,0.0123,3
0.914,0.5446,0.6346,-0.9414,-0.6663,-0.5764,2.0939,3.241,3.2689,0.0132,1
0.3672,0.447,0.4392,-0.7461,-0.5491,-0.5373,3.6246,3.6362,3.6712,0.0183,0
0.3867,0.4665,0.908,-0.8047,-0.51,-0.967,3.1535,3.1576,2.0563,0.0148,3
0.4258,0.4275,0.4392,-0.5703,-0.4905,-0.4397,3.5669,3.625,3.651,0.0189,0
0.543,0.4665,1.1033,-0.7461,-0.6077,-0.9084,3.1499,3.1852,2.033,0.0123,3
0.4062,0.8962,0.615,-0.6485,-1.0374,-0.8108,3.2649,2.1314,3.3257,0.013,2
0.4062,0.5056,0.5369,-0.6875,-0.471,-0.6545,3.605,3.6161,3.6771,0.0186,0
0.3281,0.6032,0.908,-0.5703,-0.471,-0.9475,3.1552,3.1567,2.0669,0.014,3
0.5234,0.3884,0.908,-0.6289,-0.51,-0.7912,3.4679,3.5078,2.2926,0.014,3
0.875,0.486,0.615,-1.0586,-0.5296,-0.6936,1.9201,3.1926,3.2322,0.0154,1
0.7187,0.5837,0.4978,-1,-0.6077,-0.5959,2.0886,3.2456,3.3108,0.0162,1
0.3672,0.8962,0.5564,-0.6485,-1.0569,-0.635,3.3419,2.1999,3.4321,0.0148,2
0.4648,0.7009,0.8494,-0.668,-0.4905,-0.8889,3.424,3.4452,2.2438,0.014,3
1.1077,1.3004,0.9093,-0.611,-0.6527,-0.8876,0,0,0,0,4
1.2054,0.734,1.2023,-0.6696,-0.6723,-0.7118,0,0,0,0,6
0.5039,0.8181,0.4783,-0.668,-0.9202,-0.5178,3.2331,2.0466,3.2739,0.0145,2
0.875,0.5056,0.5564,-0.9219,-0.471,-0.4006,2.2504,3.4664,3.5418,0.0161,1
0.5234,0.8181,0.6346,-0.7266,-0.8811,-0.7131,3.2175,2.051,3.2618,0.012,2
0.3281,0.4275,0.3221,-0.6289,-0.4905,-0.4592,3.6185,3.6193,3.6403,0.018,0
0.9726,0.447,0.2244,-1.0195,-0.6468,-0.5959,2.0804,3.2901,3.3472,0.0158,1
0.4648,0.4665,0.5174,-0.707,-0.5882,-0.5569,3.6133,3.5998,3.6822,0.0184,0
0.4453,0.6618,0.5174,-0.668,-0.9593,-0.7717,3.354,2.1722,3.4198,0.0127,2
0.3867,0.4665,0.4783,-0.6094,-0.5491,-0.5569,3.5903,3.5856,3.6107,0.0181,0
0.4844,0.6618,0.8103,-0.6485,-0.51,-1.0256,3.0784,3.1024,2.038,0.0144,3
0.3867,0.4275,0.7713,-0.6094,-0.5296,-1.0256,3.4823,3.5026,2.2838,0.015,3
0.4844,0.486,0.5174,-0.668,-0.5296,-0.5959,3.5911,3.593,3.6453,0.0182,0
0.4844,0.3884,0.8689,-0.7852,-0.764,-1.0061,3.2254,3.2199,2.2377,0.0132,3
0.8945,0.6618,0.6541,-0.8828,-0.51,-0.7131,2.2269,3.4473,3.493,0.0164,1
0.914,0.6228,0.6541,-0.961,-0.6663,-0.6545,2.2481,3.4195,3.5052,0.0133,1
0.875,0.6618,0.576,-1.0586,-0.6468,-0.7912,2.0832,3.2906,3.3194,0.0136,1
0.9336,0.5837,0.4978,-1.0391,-0.7444,-0.5959,1.934,3.2279,3.2754,0.0148,1
0.6211,0.8767,0.6736,-0.7266,-0.9202,-0.4983,3.1576,1.9104,3.2442,0.0143,2
0.875,0.4275,0.615,-1.0195,-0.5882,-0.5764,2.0649,3.2399,3.2756,0.0132,1
0.4648,0.486,1.0056,-0.668,-0.5882,-0.9084,3.0988,3.1166,1.9032,0.0125,3
0.5039,0.5056,0.9471,-0.7266,-0.5882,-0.9084,3.2029,3.2135,2.0626,0.0146,3
0.5039,0.8962,0.5955,-0.6485,-0.8616,-0.635,3.362,2.1917,3.4312,0.0125,2
0.3867,0.8181,0.6346,-0.7461,-0.9202,-0.5569,3.1938,2.0464,3.2583,0.0134,2
0.9336,0.486,0.4392,-1.0781,-0.5686,-0.5569,1.8398,3.1644,3.2313,0.0137,1
0.6797,0.5056,0.4978,-1.0195,-0.7054,-0.6154,2.3219,3.3735,3.4022,0.0163,1
0.5625,0.5251,1.0056,-0.5313,-0.6858,-1.0256,3.0968,3.0985,1.8929,0.0112,3
0.4844,0.6228,1.0056,-0.6094,-0.6077,-0.967,3.0506,3.0624,1.8699,0.0142,3
0.8945,0.5251,0.5564,-1.0391,-0.5686,-0.5959,2.2229,3.3945,3.4384,0.0159,1
0.4453,0.5642,0.9471,-0.5899,-0.5296,-0.967,3.186,3.2074,2.0697,0.0125,3
0.4258,0.5446,0.8103,-0.6289,-0.4319,-0.9084,3.1638,3.1736,2.068,0.0129,3
0.4648,0.5837,0.8689,-0.668,-0.4905,-0.8889,3.1045,3.1151,1.8288,0.0126,3
0.8359,0.5642,0.5955,-0.8438,-0.4905,-0.674,2.1002,3.2953,3.3475,0.0158,1
0.8359,0.6423,0.5564,-0.8633,-0.5882,-0.6936,2.0984,3.2904,3.3323,0.0156,1
0.4258,0.7985,0.5564,-0.668,-0.9788,-0.6545,3.1826,2.0568,3.2527,0.0147,2
0.914,0.5837,0.4588,-0.9805,-0.5491,-0.7717,2.0832,3.2654,3.2793,0.0159,1
0.543,0.5446,0.8494,-0.707,-0.7249,-1.0061,3.1209,3.1239,1.8929,0.0112,3
0.7578,0.5837,0.5174,-1,-0.7054,-0.5959,2.2962,3.3718,3.353,0.0146,1
0.4648,0.5251,0.908,-0.6289,-0.5296,-1.0061,3.0724,3.0985,1.8131,0.0123,3
0.5234,0.7985,0.5369,-0.7656,-0.9397,-0.5373,3.2256,2.0553,3.2682,0.0134,2
1.0882,1.2418,0.7335,-0.572,-0.6332,-0.8095,0,0,0,0,4
0.8555,0.5056,0.576,-0.9805,-0.51,-0.5959,2.2471,3.4583,3.5282,0.0151,1
0.4258,0.74,0.5369,-0.668,-1.0765,-0.5569,3.3598,2.2056,3.4098,0.0144,2
0.4062,0.8962,0.5955,-0.7461,-0.9983,-0.5959,3.2724,2.1485,3.3535,0.0134,2
0.4648,0.5837,0.8494,-0.7461,-0.5491,-0.8694,3.4494,3.4576,2.2754,0.0128,3
0.543,0.5837,0.3611,-0.6289,-0.51,-0.5373,3.6103,3.6148,3.6482,0.0189,0
0.3867,0.4275,0.5369,-0.6289,-0.5491,-0.6154,3.5144,3.5265,3.5727,0.0185,0
0.8945,0.4665,0.4783,-1.0977,-0.5686,-0.5959,2.0981,3.2724,3.3759,0.0151,1
0.582,1.0329,0.576,-0.6485,-0.9397,-0.7326,3.1448,1.822,3.2,0.0115,2
0.4648,0.6423,0.8494,-0.6094,-0.5882,-0.967,3.1003,3.1228,1.8384,0.0132,3
0.7383,0.5837,0.5174,-1.0977,-0.5296,-0.6545,2.258,3.4857,3.5565,0.0133,1
0.8555,0.6228,0.5564,-1.0586,-0.6858,-0.5373,1.8518,3.1943,3.2253,0.0135,1
0.4453,0.9353,0.576,-0.6875,-0.9202,-0.5764,3.1507,1.8218,3.2203,0.0147,2
0.4844,0.779,0.5955,-0.707,-0.8225,-0.6545,3.3068,2.1614,3.3746,0.0143,2
0.914,0.6423,0.576,-0.9219,-0.6272,-0.6936,2.0869,3.2753,3.3523,0.0157,1
0.4648,0.8962,0.5564,-0.6289,-1.0179,-0.5569,3.2671,2.1337,3.3136,0.014,2
0.3867,0.8181,0.5955,-0.7266,-0.9007,-0.6936,3.285,2.1707,3.3782,0.0141,2
0.5234,0.6032,0.8103,-0.6875,-0.7249,-0.9279,3.109,3.1336,1.9019,0.0125,3
0.4844,0.8181,0.4978,-0.668,-0.9397,-0.9084,3.3775,2.1936,3.4426,0.0154,2
1.264,0.7926,1.1827,-0.7868,-0.7895,-0.7509,0,0,0,0,6
0.3867,0.5446,0.5174,-0.7461,-0.5491,-0.674,3.5999,3.5964,3.7865,0.0179,0
0.5039,0.5837,0.8885,-0.6094,-0.6272,-1.0061,3.1843,3.1805,2.0676,0.0121,3
0.4453,0.8571,0.5369,-0.7266,-0.8811,-0.5569,3.2577,2.0552,3.3035,0.0135,2
0.4648,0.9548,0.615,-0.5703,-0.9593,-0.674,3.3095,2.2855,3.3887,0.0148,2
0.3476,0.5837,0.8689,-0.7461,-0.6663,-0.9084,3.2011,3.2149,2.0714,0.0123,3
0.4453,0.4275,0.4978,-0.668,-0.4515,-0.5959,3.6215,3.615,3.6643,0.0191,0
1.1663,1.3004,0.6945,-0.572,-0.6918,-0.9852,0,0,0,0,4
0.5039,0.8767,0.615,-0.6485,-0.9788,-0.5959,3.2687,2.1381,3.3323,0.0146,2
0.914,0.6228,0.615,-1.0195,-0.7249,-0.4201,1.8421,3.1767,3.2372,0.013,1
0.5234,0.8376,0.6931,-0.6485,-0.8811,-0.4787,3.2216,2.0472,3.304,0.0123,2
0.875,0.5642,0.5955,-1.0391,-0.5491,-0.674,1.8331,3.205,3.2428,0.0157,1
1.0296,1.1637,0.6554,-0.7087,-0.7895,-0.868,0,0,0,0,4
0.5039,0.8376,0.6346,-0.7852,-0.8421,-0.635,3.3709,2.1843,3.4404,0.0126,2
0.971,1.2027,0.714,-0.611,-0.6723,-1.0438,0,0,0,0,4
0.7969,0.5837,0.6346,-1,-0.5296,-0.7131,1.8545,3.2117,3.2372,0.0159,1
0.4648,0.9548,0.4002,-0.8047,-1.0179,-0.5178,3.1365,1.7993,3.1585,0.0143,2
0.7171,0.9293,1.2999,-0.6501,-0.5941,-0.868,0,0,0,0,5
0.543,0.5056,0.908,-0.7266,-0.4515,-0.8889,3.1274,3.1272,1.9179,0.0142,3
1.1858,0.734,1.339,-0.6501,-0.7113,-0.7899,0,0,0,0,6
0.4648,0.3493,0.7127,-0.668,-0.4515,-0.967,3.1423,3.1689,2.0792,0.0116,3
0,0,0,0,0,0,0,0,0,0,1
0.4648,0.5837,1.0056,-0.5899,-0.5296,-0.9865,3.0805,3.1159,1.871,0.0134,3
0.3086,0.8376,0.4588,-0.7852,-0.803,-0.7131,3.3649,2.1944,3.4617,0.0154,2
0.875,0.5642,0.4978,-0.9414,-0.6272,-0.5373,2.2558,3.4997,3.5442,0.0162,1
0.3672,0.5056,0.3611,-0.668,-0.7054,-0.4397,3.5502,3.5714,3.6205,0.0183,0
0.875,0.5056,0.4197,-1,-0.5296,-0.635,2.0655,3.2594,3.3208,0.0132,1
0.4062,0.3103,0.5174,-0.707,-0.5491,-0.6545,3.6096,3.6124,3.6406,0.0188,0
0.8538,1.1051,1.2609,-0.7673,-0.6137,-0.8485,0,0,0,0,5
0.8359,0.4665,0.4392,-0.9414,-0.6272,-0.5764,2.0799,3.2436,3.2847,0.0135,1
0.8359,0.6032,0.6541,-0.9219,-0.5296,-0.7522,2.0727,3.2698,3.3247,0.0149,1
0.4258,0.447,0.4783,-0.6875,-0.5491,-0.6154,3.6302,3.6608,3.686,0.0181,0
0.5039,0.8962,0.576,-0.6289,-0.9007,-0.5764,3.2699,2.1352,3.3112,0.0127,2
0.4648,0.5056,0.5564,-0.8047,-0.471,-0.5178,3.5469,3.5524,3.5827,0.0183,0
0.8555,0.6618,0.4978,-1.0781,-0.51,-0.6545,1.9148,3.1948,3.2579,0.0141,1
0.8359,0.6618,0.5564,-0.961,-0.6077,-0.8108,1.9199,3.1996,3.251,0.0141,1
0.4844,0.9548,0.5955,-0.7461,-0.9397,-0.6545,3.1612,2.0797,3.2276,0.0122,2
0.5039,0.5446,0.9666,-0.5313,-0.6077,-0.9279,3.1986,3.2071,2.062,0.0132,3
1.1272,0.7926,1.2413,-0.7087,-0.6918,-0.8095,0,0,0,0,6
0.4844,0.5056,0.4588,-0.6289,-0.5296,-0.4397,3.6354,3.6156,3.6845,0.0182,0
0.3086,0.6423,0.8689,-0.6289,-0.5296,-1.0061,3.1139,3.1341,1.8938,0.0127,3
1.264,0.773,1.2413,-0.611,-0.6527,-0.8095,0,0,0,0,6
0.3867,0.3689,0.4978,-0.6485,-0.5296,-0.5764,3.6023,3.6108,3.6685,0.018,0
0.543,0.4079,0.8494,-0.6875,-0.4124,-0.967,3.4733,3.5002,2.275,0.0124,3
1.1468,1.2027,0.7726,-0.6306,-0.6723,-0.9462,0,0,0,0,4
0.582,0.8962,0.576,-0.6289,-0.9397,-0.5959,3.1204,1.8881,3.1676,0.0141,2
0.4453,0.8962,0.6931,-0.668,-0.9007,-0.6545,3.2268,2.0743,3.262,0.012,2
1.1272,0.773,1.1827,-0.7478,-0.6332,-0.8485,0,0,0,0,6
0.4062,0.8962,0.6931,-0.7461,-0.9983,-0.7131,3.1836,1.8979,3.2352,0.0145,2
0.4453,0.5056,0.5955,-0.6875,-0.4905,-0.5373,3.6106,3.6184,3.6505,0.0182,0
0.4844,0.3884,1.0447,-0.668,-0.6663,-0.9084,3.0578,3.0588,1.8634,0.0119,3
1.0296,1.1441,0.8116,-0.5329,-0.6137,-0.9266,0,0,0,0,4
0.8359,0.5446,0.5174,-0.8438,-0.471,-0.635,2.0842,3.2758,3.3599,0.0134,1
1.2054,0.8121,1.007,-0.5525,-0.7309,-0.7899,0,0,0,0,6
0.7969,0.6814,0.576,-1,-0.7835,-0.5959,1.8234,3.1522,3.1935,0.013,1
0.8538,1.0269,1.2999,-0.6306,-0.7113,-0.8485,0,0,0,0,5
0.4062,0.5837,0.8103,-0.6485,-0.5882,-0.967,3.1511,3.1444,2.2002,0.0134,3
0.4258,0.486,0.8494,-0.7852,-0.4905,-0.8303,3.1364,3.1747,2.1927,0.015,3
0.5234,0.8962,0.6346,-0.8047,-0.9202,-0.5569,3.2175,2.0463,3.2998,0.0134,2
0.6015,0.6814,0.9666,-0.7266,-0.6858,-0.8889,3.0858,3.1187,1.9188,0.0141,3
0.8945,0.5251,0.4978,-0.9024,-0.5882,-0.674,2.0904,3.2931,3.3221,0.0132,1
0.4648,0.486,0.8689,-0.7656,-0.51,-0.9475,3.1866,3.1873,2.0837,0.0122,3
0.6797,0.5837,0.615,-1.1172,-0.6272,-0.7912,2.2334,3.4113,3.4803,0.0141,1
0.4453,0.8767,0.6346,-0.5899,-0.803,-0.4983,3.3699,2.2027,3.4259,0.0151,2
0.8164,0.6032,0.615,-0.9024,-0.5491,-0.5959,2.2426,3.4299,3.461,0.0157,1
0.8945,0.5837,0.5369,-0.9805,-0.5296,-0.5764,1.8375,3.1751,3.2289,0.0133,1
0.2109,0.5056,0.9471,-0.668,-0.5296,-1.0061,3.1071,3.1249,1.823,0.0139,3
0.5039,0.8767,0.5955,-0.7266,-0.7835,-0.6545,3.2677,2.2634,3.3612,0.0128,2
0.3867,0.4079,0.283,-0.5703,-0.5296,-0.5178,3.6089,3.6093,3.7028,0.0183,0
0.875,0.6618,0.3806,-0.9805,-0.5686,-0.635,2.304,3.3571,3.3746,0.0164,1
1.1858,0.8512,1.1046,-0.5915,-0.6137,-0.8485,0,0,0,0,6
0.7757,0.9684,1.2413,-0.7868,-0.5746,-0.8095,0,0,0,0,5
0.4648,0.6032,0.6931,-0.6485,-0.7054,-0.967,3.2115,3.2568,2.2512,0.0159,3
0.4648,0.779,0.5564,-0.6094,-0.8225,-0.6545,3.2952,2.1601,3.3694,0.0133,2
0.7773,0.5837,0.3806,-1.0391,-0.5882,-0.5373,2.0784,3.2522,3.3289,0.0149,1
0.3672,0.8767,0.4978,-0.5703,-0.9202,-0.6154,3.2888,2.2826,3.377,0.0138,2
0.3672,0.5251,0.4783,-0.5703,-0.3929,-0.6154,3.6465,3.6339,3.6993,0.0188,0
0.4062,1.0134,0.5369,-0.7656,-1.0374,-0.7131,3.1179,1.7882,3.1933,0.0113,2
0.5625,0.8181,0.5174,-0.6485,-0.9202,-0.5959,3.2244,2.0686,3.3139,0.0153,2
0.8164,0.6228,0.4783,-0.8633,-0.7444,-0.5959,2.2131,3.3788,3.4348,0.014,1
0.5625,0.8376,0.5955,-0.707,-0.8616,-0.5764,3.2219,2.036,3.2893,0.0132,2
0.5625,0.9353,0.6736,-0.6875,-0.9202,-0.5959,3.1755,2.0372,3.2288,0.0133,2
1.2444,0.7144,1.3585,-0.6892,-0.7504,-0.9266,0,0,0,0,6
0.289,0.6228,0.7713,-0.7656,-0.471,-0.9279,3.2005,3.2209,2.2334,0.0146,3
0.582,0.5446,1.0252,-0.6875,-0.5491,-1.0451,3.1322,3.1501,1.9167,0.0143,3
0.6211,0.8767,0.6736,-0.7266,-0.9202,-0.6936,3.163,1.9222,3.2205,0.0128,2
0.8555,0.6423,0.615,-1.0781,-0.6663,-0.6154,1.8494,3.1903,3.2295,0.0149,1
0.8945,0.5446,0.4783,-0.9219,-0.6272,-0.7912,1.9125,3.2068,3.2435,0.0146,1
0.3476,0.3493,0.7908,-0.5899,-0.51,-0.8889,3.0435,3.0416,1.771,0.0133,3
0.8945,0.5837,0.5369,-0.9805,-0.5296,-0.5764,1.8375,3.1751,3.2289,0.0137,1
0.914,0.6618,0.4392,-0.9219,-0.5296,-0.635,2.2094,3.378,3.4098,0.0149,1
0.2109,0.4665,0.5369,-0.6094,-0.5686,-0.4397,3.6046,3.6208,3.6773,0.0189,0
0.3476,0.5446,0.5564,-0.6289,-0.4905,-0.5569,3.5973,3.6005,3.6388,0.0189,0
0.5039,0.779,0.4392,-0.6875,-0.8225,-0.4201,3.3461,2.1787,3.4158,0.0151,2
0.7578,0.6228,0.4392,-0.9024,-0.5882,-0.5569,2.245,3.4601,3.5155,0.0147,1
0.4453,0.6032,0.8689,-0.7656,-0.5491,-0.967,3.0921,3.0981,2.0123,0.0135,3
0.8555,0.6423,0.5369,-0.8633,-0.6272,-0.7131,2.0917,3.2459,3.2997,0.0138,1
0.7366,1.1051,1.2609,-0.7087,-0.7309,-0.8876,0,0,0,0,5
0.9336,0.486,0.5955,-0.8828,-0.6272,-0.5764,2.2392,3.4296,3.477,0.0155,1
0.4648,1.0134,0.5174,-0.6875,-0.8225,-0.5959,3.2392,2.0647,3.2967,0.0135,2
0.4844,0.5642,0.5174,-0.6485,-0.6272,-0.5764,3.6114,3.6339,3.6948,0.0183,0
0.4258,0.7985,0.5174,-0.6289,-0.9202,-0.5373,3.297,2.1651,3.362,0.0122,2
0.4453,0.8181,0.5955,-0.5899,-0.9007,-0.674,3.1968,2.0567,3.2795,0.0136,2
0.4844,0.5251,0.5369,-0.6289,-0.4515,-0.5178,3.5799,3.5919,3.6093,0.0182,0
0.3672,0.5837,0.8885,-0.6485,-0.6468,-0.8889,3.1818,3.1932,2.2141,0.0145,3
0.875,0.5642,0.5955,-1.0391,-0.5491,-0.674,1.8502,3.2124,3.2465,0.0127,1
0.8359,0.6618,0.5369,-0.9219,-0.7054,-0.8108,1.9265,3.2181,3.2462,0.0129,1
0.8164,0.6618,0.5369,-0.8633,-0.5882,-0.7717,1.9244,3.1867,3.2407,0.0128,1
0.8359,0.486,0.4783,-0.9805,-0.5882,-0.6545,2.0931,3.2589,3.329,0.0145,1
0.4844,0.74,0.6346,-0.707,-0.9788,-0.6545,3.3519,2.1924,3.4253,0.0124,2
0.3086,0.4079,0.4783,-0.5703,-0.4515,-0.6154,3.6032,3.6078,3.6507,0.0182,0
0.5039,0.4665,0.8494,-0.668,-0.4905,-1.0451,3.1155,3.1327,1.8824,0.0114,3
0.4648,0.8767,0.6346,-0.6875,-0.7835,-0.5178,3.2539,2.247,3.3187,0.0133,2
0.4453,0.8571,0.615,-0.6485,-0.9007,-0.5569,3.2934,2.1634,3.3456,0.0131,2
0.4648,0.5056,0.3611,-0.5899,-0.4319,-0.5178,3.6428,3.633,3.6989,0.0183,0
1.0882,1.2418,0.7335,-0.572,-0.809,-1.0243,0,0,0,0,4
0.8555,0.5251,0.4588,-0.8047,-0.6468,-0.674,2.2266,3.3981,3.4796,0.0161,1
0.4258,0.5056,0.9275,-0.707,-0.5882,-0.8498,3.4744,3.4753,2.2907,0.0133,3
0.9336,0.4665,0.5564,-0.8828,-0.6272,-0.5569,1.8494,3.1903,3.2295,0.0149,1
0.5039,0.8571,0.5174,-0.7656,-0.8811,-0.5959,3.0942,1.8534,3.1532,0.0144,2
1.1663,0.8121,1.0655,-0.5915,-0.7113,-0.8485,0,0,0,0,6
0.4062,0.9353,0.5174,-0.6875,-0.8421,-0.7326,3.2942,2.2674,3.358,0.0156,2
0.4844,0.74,0.576,-0.6875,-0.803,-0.6154,3.2849,2.2761,3.3584,0.0151,2
0.7969,0.6032,0.576,-0.9024,-0.5882,-0.6936,2.277,3.2826,3.3369,0.0163,1
0.4844,0.8571,0.7127,-0.6289,-0.8811,-0.6936,3.3363,2.1949,3.4298,0.0146,2
0.3672,0.5056,0.4783,-0.6875,-0.471,-0.4983,3.6112,3.6097,3.6467,0.018,0
0.2695,0.8376,0.576,-0.7266,-0.8421,-0.5569,3.2209,2.0606,3.3034,0.0126,2
0.5039,0.9353,0.6346,-0.8438,-0.9202,-0.674,3.1588,2.0405,3.2336,0.0152,2
0.3672,0.5251,0.7713,-0.6289,-0.5882,-0.9475,3.4729,3.4851,2.2724,0.0127,3
1.1858,0.773,1.2413,-0.6501,-0.6332,-0.7313,0,0,0,0,6
0.4648,0.8767,0.6346,-0.6875,-0.8225,-0.5959,3.2447,2.2515,3.307,0.0139,2
0.875,0.5056,0.615,-1.0391,-0.7054,-0.5764,2.2831,3.4738,3.5269,0.0139,1
0.3476,0.8376,0.5955,-0.8242,-0.9397,-0.6545,3.1857,2.0606,3.28,0.0138,2
1.0491,1.1832,0.714,-0.6306,-0.6137,-0.8876,0,0,0,0,4
0.4844,0.6814,0.6931,-0.668,-0.9983,-0.7131,3.2078,2.0673,3.2703,0.0121,2
0.4453,0.5056,0.908,-0.668,-0.5686,-0.8108,3.0966,3.1394,2.0474,0.0141,3
1.2444,0.7144,1.4366,-0.7673,-0.7895,-0.8485,0,0,0,0,6
