num,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,sort
9465,0.7782,0.779,-0.0816,-0.0785,-0.0492,-0.0611,-0.0709,-0.0542,-0.0393,-0.0324,-0.0004,-0.0051,-0.0069,0.0001,0.0064,0.0058,-0.0812,-0.0824,-0.0778,-0.0664,-0.0693,-0.0722,-0.0021,-0.0003,0.0014,0.0014,-0.0001,-0.0015,6
9466,0.802,0.8043,-0.0812,-0.0801,-0.0469,-0.0709,-0.0749,-0.0589,-0.036,-0.0364,-0.001,-0.0057,-0.0052,0.0003,0.0045,0.0053,-0.0805,-0.0821,-0.0789,-0.072,-0.0722,-0.073,-0.0036,0.0003,0.0027,0.0022,-0.0004,-0.0018,6
9467,0.825,0.828,-0.0785,-0.083,-0.0527,-0.0666,-0.0761,-0.0591,-0.037,-0.0387,-0.0001,-0.0036,-0.0057,-0.0008,0.0049,0.0056,-0.0788,-0.0845,-0.0773,-0.0697,-0.0685,-0.072,-0.0016,-0.0003,0.0024,0.0011,-0.0006,-0.0017,6
9468,0.831,0.8308,-0.0811,-0.0782,-0.0501,-0.0681,-0.077,-0.0632,-0.0428,-0.0377,-0.0015,-0.0056,-0.006,-0.0004,0.0059,0.0055,-0.0803,-0.0843,-0.08,-0.0702,-0.0708,-0.0732,-0.0016,-0.0009,0.0008,0.0029,-0.0002,-0.0025,6
9469,0.8312,0.8295,-0.08,-0.0778,-0.0516,-0.067,-0.0759,-0.0612,-0.0376,-0.038,-0.0002,-0.005,-0.0061,-0.0001,0.0056,0.0061,-0.0783,-0.0857,-0.0786,-0.0709,-0.0709,-0.0724,-0.0024,-0.0001,0.0021,0.0016,-0.0009,-0.0018,6
9470,0.8312,0.8303,-0.0796,-0.0765,-0.0536,-0.0694,-0.072,-0.0621,-0.0426,-0.0386,-0.0005,-0.0055,-0.0054,-0.001,0.005,0.0056,-0.0791,-0.0821,-0.0781,-0.0683,-0.0715,-0.0743,-0.0014,-0.0002,0.0022,0.0019,-0.0011,-0.0016,6
9471,0.8303,0.83,-0.0824,-0.0769,-0.0527,-0.067,-0.0739,-0.0618,-0.0372,-0.0363,-0.001,-0.0045,-0.0049,0.0005,0.0048,0.0049,-0.0796,-0.0827,-0.076,-0.0693,-0.0688,-0.0718,-0.0023,-0.0001,0.0023,0.0028,-0.0013,-0.0027,6
9472,0.7743,0.7719,-0.0718,-0.0712,-0.0438,-0.0599,-0.0647,-0.0478,-0.0306,-0.0235,-0.0016,-0.0058,-0.0059,0.0001,0.0062,0.0058,-0.0779,-0.0796,-0.0706,-0.0622,-0.0627,-0.0682,-0.0023,-0.0003,0.0024,0.0026,-0.0004,-0.0023,6
9473,0.7134,0.7097,-0.0639,-0.0545,-0.0317,-0.0511,-0.0556,-0.0399,-0.0208,-0.0168,-0.0015,-0.0062,-0.0069,0.0025,0.0068,0.0054,-0.0752,-0.0711,-0.0651,-0.0538,-0.0578,-0.0584,-0.0024,-0.0008,0.0038,0.0046,-0.0003,-0.0016,6
9474,0.6485,0.643,-0.052,-0.0537,-0.0265,-0.0461,-0.0497,-0.0311,-0.0121,-0.0065,-0.0015,-0.006,-0.0049,0.0012,0.0066,0.0052,-0.0672,-0.0673,-0.0573,-0.043,-0.0493,-0.0577,-0.0036,0.0001,0.0036,0.0034,-0.0013,-0.0043,6
9475,0.5752,0.5693,-0.0453,-0.0389,-0.0225,-0.037,-0.0366,-0.0221,-0.0053,-0.0007,-0.002,-0.0076,-0.0045,0.0024,0.0056,0.0054,-0.065,-0.059,-0.0431,-0.0297,-0.039,-0.0521,-0.005,-0.0002,0.0037,0.0066,0.0006,-0.0043,6
9476,0.4905,0.4847,-0.03,-0.0258,-0.0114,-0.0292,-0.0282,-0.0133,0.0012,0.01,-0.0021,-0.0055,-0.0029,0.0029,0.0061,0.004,-0.053,-0.0446,-0.0285,-0.02,-0.0249,-0.0406,-0.0052,0,0.0045,0.006,0.0009,-0.0045,6
9477,0.3879,0.3813,-0.0153,-0.0139,-0.0049,-0.0205,-0.0175,-0.0017,0.0046,0.0105,-0.0036,-0.0046,-0.0029,0.0028,0.0038,0.002,-0.0361,-0.0237,-0.0089,-0.0014,-0.01,-0.0242,-0.0021,0.0014,0.0047,0.0027,-0.0015,-0.004,6
9478,0.247,0.2359,0.0036,0.0075,-0.0037,-0.013,-0.0122,0.0056,0.0171,0.0086,-0.0031,-0.0023,-0.0015,0.0034,0.0033,-0.0016,-0.0131,0.0052,0.0338,0.0421,0.0508,0.0367,-0.0045,-0.0005,0.0038,0.004,0.0025,-0.0016,6
9479,-0.1733,-0.1896,0.0657,0.0657,-0.0233,-0.0006,0.0087,0.0003,-0.0138,-0.0263,-0.0028,0.005,0.0054,0.0031,-0.003,-0.0069,0.0446,0.044,0.0548,0.0629,0.068,0.0621,-0.0044,-0.0034,0.002,0.0035,0.0016,-0.0016,6
9480,-0.3334,-0.3333,0.0833,0.0824,-0.0384,-0.0127,-0.004,-0.0056,-0.0203,-0.0348,-0.0033,0.0053,0.0069,0.0039,-0.0027,-0.0067,0.0507,0.0484,0.0569,0.0633,0.0663,0.0619,-0.005,-0.0025,0.0022,0.0039,0.0011,-0.002,6
9481,-0.3299,-0.3298,0.0855,0.081,-0.0388,-0.012,0,-0.0046,-0.0219,-0.0384,-0.0027,0.004,0.0059,0.0028,-0.0029,-0.0065,0.0516,0.0467,0.0557,0.0635,0.0658,0.0637,-0.0035,-0.003,0.0011,0.0039,0.002,-0.0011,6
9482,-0.3971,-0.4029,0.0848,0.081,-0.0453,-0.0185,-0.0093,-0.0101,-0.0314,-0.0449,-0.0062,0.0044,0.008,0.0043,-0.003,-0.007,0.054,0.0501,0.0609,0.0666,0.0697,0.0663,-0.0032,-0.0021,0.0009,0.0015,0.0002,-0.0006,6
9483,-0.4849,-0.4904,0.0833,0.0839,-0.0554,-0.0293,-0.0144,-0.0168,-0.0389,-0.0522,-0.0042,0.0037,0.0059,0.0045,-0.0033,-0.0056,0.0621,0.0541,0.0613,0.0649,0.0765,0.0712,-0.0037,-0.0031,0.0013,0.0019,0.0015,-0.0003,6
9484,-0.5585,-0.564,0.0854,0.081,-0.0567,-0.0372,-0.0229,-0.025,-0.0434,-0.057,-0.0062,0.0021,0.0068,0.0048,-0.0032,-0.0072,0.0667,0.0567,0.0638,0.0692,0.0767,0.0725,-0.0024,-0.003,0.0007,0.0014,0.0013,0,6
9485,-0.6244,-0.628,0.0833,0.0825,-0.0643,-0.046,-0.0309,-0.0301,-0.0463,-0.0631,-0.0053,0.0019,0.0081,0.0041,-0.0032,-0.0058,0.0702,0.0575,0.0645,0.0688,0.0788,0.0782,-0.0015,-0.0014,0.0004,0.0024,0.0014,0.0005,6
9486,-0.6843,-0.6866,0.0811,0.0812,-0.0726,-0.0513,-0.0341,-0.0355,-0.0572,-0.0673,-0.006,0.002,0.0062,0.0042,-0.0021,-0.0053,0.0711,0.062,0.0644,0.0715,0.0817,0.0819,-0.0027,-0.0025,0.0013,0.0025,0.0013,-0.001,6
9487,-0.7386,-0.7414,0.0839,0.0817,-0.0786,-0.0618,-0.0424,-0.0418,-0.0599,-0.0719,-0.0049,0.0015,0.0071,0.0041,-0.0033,-0.0062,0.0775,0.0655,0.0701,0.0755,0.0792,0.081,-0.0018,-0.0018,0.0008,0.0023,0.0024,0.0004,6
9488,-0.7883,-0.7927,0.0841,0.0801,-0.0826,-0.067,-0.0454,-0.0464,-0.0642,-0.0797,-0.0057,0.0007,0.006,0.0039,-0.0016,-0.0048,0.0803,0.0725,0.0714,0.0759,0.0843,0.0822,-0.0026,-0.0022,0.0012,0.0028,0.003,-0.0008,6
9489,-0.8355,-0.8395,0.084,0.0824,-0.0854,-0.0743,-0.0562,-0.0503,-0.0671,-0.083,-0.0063,0,0.0065,0.0057,-0.0013,-0.0042,0.0806,0.0741,0.0719,0.0764,0.082,0.0852,-0.0014,-0.0009,0.0011,0.002,0.0011,0.0005,6
9490,-0.8814,-0.8834,0.0849,0.0811,-0.0929,-0.0788,-0.0561,-0.0582,-0.0744,-0.0896,-0.0077,-0.0003,0.0069,0.0039,-0.0014,-0.0049,0.0827,0.0731,0.0756,0.078,0.0826,0.0871,-0.0025,-0.0035,0.001,0.0022,0.0018,-0.0008,6
9491,-0.9251,-0.9264,0.0869,0.0808,-0.0976,-0.0835,-0.063,-0.0615,-0.0806,-0.0906,-0.0052,0.0002,0.0067,0.006,0,-0.0043,0.0843,0.0746,0.0738,0.0814,0.0854,0.088,-0.0015,-0.0036,0.0011,0.0042,0.0018,0,6
9492,-0.9655,-0.9682,0.0833,0.0805,-0.1049,-0.0959,-0.071,-0.0691,-0.0854,-0.1006,-0.0077,-0.0001,0.0073,0.0045,-0.0014,-0.0048,0.0863,0.0783,0.0796,0.0815,0.0865,0.0911,-0.0011,-0.0035,0.0009,0.0036,0.0019,-0.0003,6
9493,-1.0038,-1.0078,0.084,0.0825,-0.11,-0.0988,-0.0712,-0.07,-0.0865,-0.1044,-0.0068,-0.0005,0.0077,0.0056,-0.0008,-0.0058,0.0916,0.0805,0.0802,0.081,0.0877,0.0941,-0.0017,-0.001,0.0018,0.0031,0.0018,-0.001,6
9494,-1.0416,-1.0448,0.0852,0.0803,-0.1103,-0.1041,-0.0791,-0.0757,-0.089,-0.107,-0.007,-0.0014,0.0042,0.0074,-0.0006,-0.0062,0.0915,0.0804,0.0818,0.0857,0.0869,0.0927,-0.0016,-0.0027,0.0026,0.0024,0.0012,-0.0006,6
9495,-1.0792,-1.0803,0.0825,0.0827,-0.1192,-0.1094,-0.0866,-0.0779,-0.0964,-0.114,-0.0052,-0.0009,0.0055,0.0063,-0.0002,-0.0056,0.0943,0.0857,0.0817,0.0844,0.0883,0.0976,-0.0023,-0.0028,0.0022,0.004,0.0023,-0.0004,6
9496,-1.1152,-1.1159,0.0861,0.0812,-0.1261,-0.1153,-0.0889,-0.0885,-0.1019,-0.1148,-0.0055,-0.0012,0.0051,0.0057,0.0004,-0.0043,0.0951,0.0825,0.0844,0.0874,0.0877,0.0923,-0.0016,-0.0037,0.0027,0.0025,0.001,-0.0002,6
9497,-1.1485,-1.151,0.0848,0.0821,-0.1302,-0.1218,-0.0959,-0.0883,-0.1068,-0.1215,-0.0067,-0.0007,0.0063,0.0055,0.001,-0.0043,0.098,0.0919,0.0889,0.0885,0.089,0.0956,-0.0012,-0.004,0.0012,0.0029,0.0011,-0.0008,6
9498,-1.1808,-1.1845,0.0846,0.0817,-0.1335,-0.1285,-0.1021,-0.093,-0.1122,-0.1285,-0.0067,-0.0005,0.0063,0.0051,-0.0002,-0.0035,0.0991,0.0901,0.0871,0.0914,0.0919,0.0966,-0.0012,-0.0023,0.0015,0.0035,0.0025,-0.0011,6
9499,-1.2134,-1.216,0.0861,0.0811,-0.1383,-0.1374,-0.1092,-0.0987,-0.1115,-0.1303,-0.0066,-0.0016,0.006,0.0061,0,-0.0045,0.0983,0.0932,0.0924,0.0925,0.0935,0.0999,-0.0006,-0.003,0.0015,0.0022,0.0006,-0.0003,6
9500,-1.2459,-1.2464,0.0859,0.0826,-0.1424,-0.1358,-0.1148,-0.104,-0.118,-0.1394,-0.0055,-0.0026,0.0054,0.0063,0.0021,-0.0048,0.1034,0.0977,0.0896,0.0895,0.0964,0.0969,-0.0032,-0.0032,0.0012,0.0034,0.0013,-0.0012,6
9501,-1.2769,-1.2777,0.0851,0.0817,-0.1462,-0.1456,-0.1148,-0.1117,-0.1256,-0.1419,-0.0062,-0.003,0.0046,0.0058,0.0015,-0.0039,0.1031,0.0943,0.0925,0.0919,0.0948,0.1031,-0.0013,-0.0015,0.0019,0.003,0.0022,-0.0009,6
9502,-1.3061,-1.3085,0.0838,0.0823,-0.1502,-0.148,-0.1225,-0.1105,-0.1243,-0.1482,-0.0062,-0.0021,0.0056,0.0054,0.0002,-0.0042,0.1058,0.1015,0.0957,0.0941,0.0944,0.1019,-0.002,-0.0043,0.0012,0.0026,0.0023,-0.0014,6
9503,-1.3327,-1.3345,0.0827,0.0826,-0.1583,-0.1538,-0.1257,-0.1143,-0.1303,-0.1517,-0.0055,-0.0026,0.0051,0.0052,0.0006,-0.0039,0.1072,0.0998,0.0906,0.0969,0.1022,0.1029,-0.0016,-0.0036,0.0027,0.0037,0.0011,-0.0015,6
9504,-1.3319,-1.3321,0.0845,0.0838,-0.1502,-0.1545,-0.1315,-0.1197,-0.1233,-0.1466,-0.0057,-0.0036,0.0044,0.0067,0.0002,-0.004,0.1075,0.1007,0.0959,0.0949,0.1024,0.1023,-0.0002,-0.003,0.0005,0.0022,0.0022,0.0001,6
9505,-1.3315,-1.3302,0.0841,0.0803,-0.1584,-0.1503,-0.1274,-0.1167,-0.1288,-0.1433,-0.0048,-0.0031,0.0029,0.0064,0.0023,-0.0023,0.1038,0.1015,0.0946,0.0927,0.0963,0.105,-0.0014,-0.004,0.0014,0.0037,0.0026,-0.0012,6
9506,-1.3316,-1.3305,0.0833,0.0795,-0.1555,-0.1499,-0.1234,-0.1195,-0.1324,-0.1465,-0.0072,-0.0031,0.0045,0.0064,0.0012,-0.0019,0.1012,0.0954,0.0915,0.0934,0.0976,0.1029,-0.0013,-0.003,0.0015,0.0018,0.0019,-0.002,6
9507,-1.3309,-1.3314,0.0832,0.0816,-0.1583,-0.1565,-0.1271,-0.1164,-0.1261,-0.1472,-0.0052,-0.0033,0.0057,0.0042,0,-0.0034,0.1029,0.1013,0.0947,0.0938,0.0976,0.1008,-0.0017,-0.0045,0.0003,0.0034,0.0014,-0.0015,6
9508,-1.3299,-1.3314,0.086,0.0833,-0.1544,-0.1565,-0.1256,-0.1172,-0.1253,-0.1503,-0.0061,-0.0017,0.0054,0.0065,0.0005,-0.0037,0.1046,0.0968,0.0962,0.0942,0.099,0.101,-0.0015,-0.0045,0.0019,0.0034,0.0002,-0.002,6
9509,-1.3298,-1.3292,0.083,0.0843,-0.1512,-0.1479,-0.1258,-0.1133,-0.1207,-0.1454,-0.0071,-0.0028,0.0063,0.0075,0.0026,-0.0052,0.1063,0.0988,0.0936,0.0956,0.103,0.101,-0.0009,-0.004,0.0017,0.0036,0.0019,-0.0011,6
9510,-1.2966,-1.2929,0.0775,0.0779,-0.1451,-0.1411,-0.1186,-0.1024,-0.1166,-0.1342,-0.004,-0.0014,0.0045,0.0065,0.002,-0.0038,0.105,0.0972,0.0914,0.0943,0.0986,0.1021,-0.0023,-0.0024,0.0012,0.0033,0.0039,-0.0012,6
9511,-1.2599,-1.2564,0.0729,0.0721,-0.1429,-0.1298,-0.1068,-0.095,-0.1084,-0.1252,-0.0061,-0.0022,0.0052,0.0073,0.002,-0.0036,0.1014,0.0918,0.0895,0.0919,0.0949,0.1008,-0.0017,-0.0042,0.0012,0.003,0.0015,-0.001,6
9512,-1.2226,-1.2208,0.0724,0.0672,-0.1319,-0.1231,-0.0916,-0.0858,-0.1004,-0.1167,-0.0069,-0.0018,0.0057,0.0066,-0.0004,-0.0047,0.0961,0.09,0.0864,0.0855,0.0895,0.0979,-0.002,-0.0047,0.0012,0.0032,0.0028,-0.0004,6
9513,-1.1844,-1.1836,0.0647,0.0608,-0.1268,-0.1137,-0.0881,-0.0748,-0.0909,-0.1149,-0.0062,-0.0011,0.0069,0.0057,0.0003,-0.0047,0.0941,0.0769,0.076,0.0842,0.0884,0.0943,-0.0028,-0.0044,0.001,0.0034,0.0029,-0.0008,6
9514,-1.1461,-1.1442,0.0575,0.0537,-0.1093,-0.1048,-0.0775,-0.0652,-0.0828,-0.1051,-0.0069,-0.0025,0.0062,0.0071,0.0004,-0.0054,0.0926,0.0793,0.0772,0.0832,0.0884,0.0902,-0.0023,-0.0046,0.0009,0.0035,0.0027,-0.0008,6
9515,-1.1072,-1.1034,0.0529,0.051,-0.1014,-0.0966,-0.0708,-0.0575,-0.0728,-0.0936,-0.0059,-0.0019,0.0062,0.0063,0.0007,-0.005,0.0887,0.0722,0.0714,0.0776,0.0856,0.0905,-0.0017,-0.0055,0.0002,0.0044,0.0035,0.0003,6
9516,-1.0666,-1.0625,0.0479,0.0434,-0.0998,-0.0849,-0.06,-0.05,-0.0717,-0.0825,-0.006,-0.0001,0.0065,0.007,-0.0016,-0.0056,0.0799,0.0646,0.0616,0.0752,0.084,0.0858,-0.0016,-0.0056,0.0002,0.004,0.003,0.0004,6
9517,-1.023,-1.0204,0.0464,0.0405,-0.09,-0.0772,-0.0528,-0.0393,-0.0601,-0.078,-0.0058,0.0009,0.0085,0.0068,-0.0013,-0.007,0.077,0.0554,0.058,0.0693,0.0786,0.0793,-0.0032,-0.0066,-0.0007,0.0034,0.0037,0.0008,6
9518,-0.9772,-0.9758,0.0357,0.0309,-0.0796,-0.0736,-0.0454,-0.0319,-0.0524,-0.0727,-0.005,0.0009,0.0063,0.0059,-0.0016,-0.0067,0.0701,0.0518,0.049,0.0621,0.0749,0.0775,-0.0035,-0.0065,-0.0015,0.0039,0.0049,0.0004,6
9519,-0.9299,-0.9278,0.0288,0.0276,-0.0722,-0.0615,-0.0382,-0.0285,-0.0458,-0.0627,-0.0052,0.0005,0.006,0.007,-0.0012,-0.0069,0.0587,0.043,0.0453,0.06,0.0693,0.0671,-0.0018,-0.0055,-0.0019,0.0044,0.0038,0.0018,6
9520,-0.8814,-0.8773,0.0218,0.0188,-0.0587,-0.0485,-0.0304,-0.0233,-0.0385,-0.0562,-0.0034,0.0017,0.0054,0.0044,-0.0017,-0.0055,0.0469,0.0355,0.0357,0.0516,0.0679,0.0595,-0.0045,-0.0049,-0.0013,0.0048,0.0038,0.0009,6
9521,-0.8295,-0.8248,0.0165,0.0105,-0.0515,-0.0404,-0.0239,-0.0168,-0.0311,-0.0454,-0.0032,0.0009,0.003,0.0041,-0.0015,-0.0051,0.0389,0.0237,0.031,0.0438,0.0527,0.0503,-0.0031,-0.0044,-0.0009,0.0042,0.0043,0.0007,6
9522,-0.773,-0.7692,0.0064,0.0017,-0.0407,-0.0343,-0.0177,-0.0148,-0.0262,-0.0391,-0.0035,0.0028,0.0061,0.002,-0.0022,-0.0046,0.0295,0.0153,0.0234,0.041,0.0442,0.0423,-0.0041,-0.0066,-0.0011,0.0037,0.0054,0.0014,6
9523,-0.7119,-0.7089,-0.0025,-0.0049,-0.0374,-0.0235,-0.0103,-0.009,-0.019,-0.0327,-0.0032,0.0021,0.0044,0.002,-0.0014,-0.0038,0.0201,0.0061,0.0119,0.0293,0.0413,0.0329,-0.0043,-0.0067,0,0.0054,0.0055,0.0011,6
9524,-0.6454,-0.6421,-0.0023,-0.0156,-0.0264,-0.0144,-0.0046,-0.0048,-0.0134,-0.0196,-0.0035,0.0021,0.0043,0.0018,-0.0024,-0.0043,0.0016,-0.009,-0.0005,0.0246,0.0294,0.0212,-0.005,-0.0061,-0.0008,0.0066,0.0067,0.0015,6
9525,-0.5725,-0.5672,-0.02,-0.0241,-0.0271,-0.0106,0.0036,0.0018,-0.0038,-0.019,-0.0021,0.003,0.0048,0.0011,-0.0032,-0.0046,-0.0108,-0.0207,-0.0107,0.0091,0.0232,0.0056,-0.0064,-0.0075,-0.0005,0.0051,0.0069,0.0002,6
9526,-0.4882,-0.4816,-0.031,-0.0361,-0.0215,-0.0037,0.0115,0.0097,-0.006,-0.0161,-0.0028,0.0024,0.005,0.0019,-0.0036,-0.0036,-0.0234,-0.0373,-0.0232,-0.0057,0.0062,-0.0131,-0.0065,-0.0058,0,0.0059,0.0058,-0.0016,6
9527,-0.3851,-0.3772,-0.0478,-0.0509,-0.0114,0.0003,0.0156,0.0141,-0.0063,-0.009,-0.0029,0.003,0.0032,0.0014,-0.0042,-0.0035,-0.0406,-0.0463,-0.0381,-0.0205,-0.0155,-0.0293,-0.0047,-0.003,0.0003,0.0048,0.0038,-0.0017,6
9528,-0.2411,-0.2296,-0.0712,-0.0735,-0.0071,0.0091,0.0169,0.0141,-0.0054,-0.0106,-0.0001,0.0044,0.0026,0.001,-0.0054,-0.002,-0.049,-0.0534,-0.0456,-0.0355,-0.0314,-0.0412,-0.0032,-0.0019,0.0018,0.0037,0.0017,-0.0017,6
9529,-0.1685,-0.1695,-0.0756,-0.08,-0.0055,0.0108,0.0154,0.0136,-0.0091,-0.0112,0.0012,-0.002,0.0001,0.0047,0.0037,0.0017,-0.0609,-0.056,-0.0412,-0.0391,-0.0528,-0.0588,-0.0013,0.0013,0.0038,0.0038,-0.001,-0.0017,6
9530,0.2788,0.2917,-0.0794,-0.0773,-0.0165,-0.0311,-0.0297,-0.0115,0.0017,0.0055,-0.0037,-0.0065,-0.0037,0.0037,0.0052,0.0045,-0.067,-0.0635,-0.0592,-0.0469,-0.0545,-0.0607,-0.002,0.0005,0.0039,0.0037,-0.0004,-0.0021,6
9531,0.441,0.4483,-0.0787,-0.0771,-0.029,-0.0395,-0.0397,-0.0235,-0.0079,-0.0108,-0.0037,-0.0058,-0.0057,0.0029,0.0067,0.0042,-0.0693,-0.0718,-0.0614,-0.056,-0.0604,-0.0648,-0.0017,0.0002,0.0021,0.002,-0.0004,-0.0015,6
9532,0.5569,0.5637,-0.0796,-0.0785,-0.0354,-0.0477,-0.0533,-0.0312,-0.0191,-0.0182,-0.0027,-0.0064,-0.0067,0.0022,0.005,0.004,-0.0759,-0.0742,-0.0699,-0.0619,-0.0621,-0.0681,-0.0016,-0.0004,0.0024,0.002,-0.0002,-0.0016,6
9533,0.6523,0.6589,-0.0819,-0.0789,-0.0391,-0.0572,-0.0607,-0.0422,-0.0243,-0.0257,-0.0024,-0.0057,-0.0057,0.0005,0.0072,0.0038,-0.0754,-0.079,-0.0729,-0.0633,-0.0641,-0.0697,-0.002,0.0003,0.002,0.0012,-0.0007,-0.0023,6
9534,0.736,0.7412,-0.0832,-0.0788,-0.0432,-0.0579,-0.0708,-0.0523,-0.0331,-0.0291,-0.0002,-0.0072,-0.0061,0.0012,0.0072,0.0044,-0.0755,-0.0807,-0.075,-0.069,-0.0704,-0.0732,-0.0018,-0.0013,0.0024,0.003,-0.0002,-0.0028,6
9535,0.8119,0.815,-0.0777,-0.0795,-0.0521,-0.0662,-0.0763,-0.0608,-0.0434,-0.0365,0.0004,-0.0054,-0.0064,-0.0006,0.0064,0.0041,-0.0798,-0.0834,-0.0821,-0.0718,-0.0687,-0.0739,-0.0024,-0.0004,0.0022,0.0013,-0.0006,-0.0025,6
9536,0.8807,0.8841,-0.0823,-0.0803,-0.0597,-0.0695,-0.0801,-0.0685,-0.0513,-0.0397,0.0008,-0.0054,-0.0065,-0.0017,0.0066,0.0058,-0.083,-0.0882,-0.0821,-0.0754,-0.0747,-0.0768,-0.0018,-0.0001,0.0011,0.0019,-0.0004,-0.0019,6
9537,0.9435,0.9486,-0.0808,-0.0785,-0.0622,-0.0801,-0.0929,-0.0784,-0.0536,-0.0499,0.0002,-0.0043,-0.0059,-0.0008,0.0044,0.0056,-0.0805,-0.087,-0.0857,-0.0768,-0.074,-0.0754,-0.0012,0.0005,0.0015,0.001,-0.0014,-0.0021,6
9538,1.0025,1.0076,-0.0814,-0.0772,-0.0678,-0.091,-0.0929,-0.081,-0.0635,-0.0573,0.001,-0.0048,-0.0058,-0.0017,0.0054,0.0057,-0.0838,-0.0879,-0.0876,-0.0846,-0.0801,-0.0794,-0.0037,0.0003,0.0019,0.0011,-0.0016,-0.0021,6
9539,1.0598,1.0626,-0.0816,-0.0762,-0.068,-0.0865,-0.1075,-0.0952,-0.0705,-0.0607,0.0019,-0.0047,-0.0055,-0.0003,0.0055,0.0053,-0.0802,-0.0914,-0.0907,-0.0893,-0.0821,-0.0784,-0.002,-0.0002,0.001,0.002,-0.0011,-0.0034,6
9540,1.1141,1.1156,-0.0785,-0.0796,-0.0801,-0.0988,-0.1094,-0.1001,-0.0792,-0.0682,0.0021,-0.0041,-0.007,-0.003,0.004,0.0054,-0.089,-0.0954,-0.0926,-0.0883,-0.0808,-0.0808,-0.0023,0.0012,0.0021,0.0024,-0.0018,-0.0018,6
9541,1.1648,1.1678,-0.081,-0.0764,-0.0801,-0.1046,-0.1164,-0.1075,-0.0877,-0.0745,0.0037,-0.0035,-0.0054,-0.0011,0.0038,0.0069,-0.0862,-0.0936,-0.0917,-0.0895,-0.0857,-0.0844,-0.0023,0.0003,0.002,0.0018,-0.0005,-0.0019,6
9542,1.2125,1.2172,-0.079,-0.0795,-0.0886,-0.1128,-0.1219,-0.1157,-0.0919,-0.0852,0.0027,-0.0038,-0.0052,-0.0022,0.0046,0.006,-0.088,-0.0955,-0.0977,-0.0953,-0.0887,-0.087,-0.0024,0.001,0.0023,0.0036,-0.0023,-0.0023,6
9543,1.2593,1.2632,-0.0794,-0.0794,-0.0991,-0.1205,-0.1302,-0.1245,-0.1008,-0.0908,0.0027,-0.0041,-0.0069,-0.0026,0.0046,0.0051,-0.0902,-0.0983,-0.0993,-0.0979,-0.088,-0.0879,-0.003,-0.0006,0.0019,0.0043,-0.0018,-0.0024,6
9544,1.3059,1.3076,-0.0778,-0.0768,-0.0965,-0.124,-0.1371,-0.1308,-0.1069,-0.0906,0.0034,-0.0038,-0.007,-0.0031,0.0044,0.0053,-0.0915,-0.0976,-0.0997,-0.095,-0.092,-0.0899,-0.0032,0,0.0017,0.0033,-0.002,-0.0024,6
9545,1.338,1.3363,-0.0816,-0.0802,-0.1066,-0.1287,-0.1372,-0.1353,-0.108,-0.1004,0.0035,-0.0033,-0.0064,-0.0027,0.0051,0.0066,-0.0935,-0.1031,-0.1027,-0.1001,-0.0942,-0.0911,-0.0017,0.0009,0.0022,0.002,-0.002,-0.0012,6
9546,1.333,1.333,-0.08,-0.0768,-0.1041,-0.1266,-0.1333,-0.1345,-0.1104,-0.0989,0.0039,-0.0035,-0.0068,-0.0038,0.0034,0.0061,-0.0967,-0.1017,-0.1045,-0.1009,-0.0971,-0.0929,-0.0021,-0.0001,0.0019,0.0034,-0.0014,-0.0018,6
9547,1.3301,1.3319,-0.0812,-0.0794,-0.1042,-0.1296,-0.1404,-0.1339,-0.1122,-0.1013,0.0026,-0.0025,-0.0049,-0.0039,0.0034,0.0048,-0.0965,-0.1019,-0.1033,-0.1035,-0.094,-0.0896,-0.0026,0.0009,0.003,0.0031,-0.0021,-0.0023,6
9548,1.3299,1.3309,-0.0785,-0.0781,-0.0995,-0.1264,-0.1365,-0.1329,-0.1074,-0.1001,0.0027,-0.0036,-0.0065,-0.0037,0.0031,0.0063,-0.091,-0.1013,-0.0986,-0.0964,-0.0926,-0.0889,-0.0014,0.0006,0.0012,0.0023,-0.0011,-0.0017,6
9549,1.3311,1.3297,-0.082,-0.0741,-0.1034,-0.124,-0.14,-0.1362,-0.1074,-0.0947,0.0034,-0.0043,-0.0058,-0.0015,0.0047,0.0059,-0.0928,-0.0964,-0.1013,-0.0939,-0.0944,-0.0901,-0.0031,0.0005,0.0022,0.0024,-0.0008,-0.0026,6
9550,1.3317,1.3301,-0.0824,-0.08,-0.1045,-0.1221,-0.136,-0.1358,-0.1119,-0.0982,0.0039,-0.0027,-0.0064,-0.0029,0.0043,0.0066,-0.0942,-0.1023,-0.1014,-0.0962,-0.0925,-0.0908,-0.0028,0.0002,0.0019,0.0013,-0.0019,-0.0019,6
9551,1.3243,1.3225,-0.0785,-0.0714,-0.0999,-0.1198,-0.1268,-0.1307,-0.1054,-0.0924,0.0041,-0.0039,-0.0052,-0.003,0.0043,0.007,-0.088,-0.0984,-0.1024,-0.0975,-0.0958,-0.0914,-0.0027,0.0004,0.0017,0.0031,-0.001,-0.0013,6
