num,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,sort
2047,1.3305,1.332,-0.1276,-0.1265,-0.1163,-0.0906,-0.0956,-0.1299,-0.0846,-0.0955,-0.0028,0.01,-0.0032,-0.0055,0.0077,-0.0029,-0.0958,-0.0964,-0.128,-0.0939,-0.1049,-0.1224,0.0071,-0.003,-0.0073,0.0109,-0.0037,-0.0081,1
2048,1.3302,1.3311,-0.1294,-0.1295,-0.1188,-0.0913,-0.0896,-0.1245,-0.0837,-0.0916,-0.0028,0.0088,-0.0045,-0.0048,0.0084,-0.0029,-0.0969,-0.0926,-0.1239,-0.096,-0.1038,-0.1251,0.0093,-0.0036,-0.0078,0.0104,-0.0037,-0.0083,1
2049,1.3315,1.3303,-0.1296,-0.1263,-0.1134,-0.0899,-0.0833,-0.1274,-0.0808,-0.0916,-0.0027,0.0076,-0.004,-0.0044,0.008,-0.0039,-0.0956,-0.0896,-0.1241,-0.0942,-0.0983,-0.1205,0.0082,-0.0048,-0.0079,0.012,-0.0032,-0.0074,1
2050,1.3319,1.3303,-0.1305,-0.1218,-0.116,-0.0875,-0.0841,-0.1276,-0.0788,-0.09,-0.0008,0.0083,-0.0031,-0.0055,0.0075,-0.0022,-0.0957,-0.0937,-0.1244,-0.0941,-0.0912,-0.1208,0.0086,-0.0037,-0.0095,0.0102,-0.0044,-0.0074,1
2051,1.3313,1.3315,-0.1244,-0.1276,-0.1176,-0.0864,-0.0806,-0.126,-0.0819,-0.0943,-0.0024,0.0098,-0.0037,-0.006,0.0084,-0.005,-0.0936,-0.0948,-0.1229,-0.0931,-0.1021,-0.1224,0.0075,-0.0028,-0.01,0.0104,-0.0057,-0.0075,1
2052,1.3079,1.3071,-0.1234,-0.1231,-0.1096,-0.0806,-0.0816,-0.1171,-0.0741,-0.0829,-0.0042,0.0087,-0.0013,-0.0062,0.0085,-0.0042,-0.0936,-0.0953,-0.1224,-0.0912,-0.0934,-0.1223,0.0077,-0.0053,-0.0079,0.0119,-0.003,-0.0071,1
2053,1.2706,1.2693,-0.1091,-0.1128,-0.0934,-0.0666,-0.0738,-0.1061,-0.0629,-0.0762,-0.0024,0.0067,-0.0023,-0.0056,0.0073,-0.0025,-0.0919,-0.0985,-0.119,-0.0924,-0.1006,-0.1205,0.008,-0.0013,-0.0073,0.0102,-0.0015,-0.0068,1
2054,1.235,1.2316,-0.1064,-0.1052,-0.0869,-0.061,-0.0655,-0.0965,-0.0576,-0.0617,-0.0019,0.0062,-0.0022,-0.0047,0.0071,-0.0043,-0.0887,-0.0917,-0.1189,-0.0832,-0.0977,-0.1162,0.0087,-0.0042,-0.0078,0.0086,-0.0029,-0.0066,1
2055,1.1989,1.1946,-0.0992,-0.0987,-0.0804,-0.0557,-0.0539,-0.0861,-0.0524,-0.0529,-0.0007,0.0074,-0.0028,-0.0049,0.0064,-0.0002,-0.0855,-0.0906,-0.1128,-0.0916,-0.0946,-0.1097,0.0072,-0.0016,-0.0061,0.0078,-0.0036,-0.0039,1
2056,1.1605,1.1578,-0.0973,-0.0926,-0.0737,-0.0481,-0.0507,-0.082,-0.0459,-0.057,-0.0025,0.0058,-0.0025,-0.002,0.0044,-0.0028,-0.0858,-0.0949,-0.1077,-0.0814,-0.0933,-0.1074,0.0066,-0.0041,-0.0058,0.0071,-0.0033,-0.0035,1
2057,1.1199,1.1188,-0.0802,-0.0807,-0.0662,-0.0419,-0.0422,-0.0668,-0.0435,-0.0503,-0.0017,0.0057,-0.0016,-0.0038,0.0036,-0.0016,-0.0835,-0.0894,-0.1054,-0.0824,-0.0903,-0.0992,0.0058,-0.0022,-0.0041,0.0064,-0.0037,-0.0034,1
2058,1.0786,1.0773,-0.0691,-0.0711,-0.0563,-0.0351,-0.039,-0.0565,-0.0351,-0.0423,-0.0019,0.0058,-0.0025,-0.0019,0.0047,-0.0016,-0.0766,-0.0869,-0.0998,-0.0745,-0.0909,-0.0972,0.0057,-0.0024,-0.0054,0.0056,-0.0027,-0.0018,1
2059,1.0371,1.0338,-0.0568,-0.0627,-0.0471,-0.0263,-0.0335,-0.0579,-0.0321,-0.0365,-0.002,0.0034,-0.0013,-0.0004,0.003,-0.0032,-0.079,-0.081,-0.0914,-0.0758,-0.0857,-0.0944,0.0039,-0.0032,-0.0042,0.0051,-0.0017,-0.003,1
2060,0.9938,0.9893,-0.055,-0.0543,-0.0427,-0.0248,-0.0271,-0.0436,-0.0269,-0.0314,-0.0006,0.0023,-0.002,-0.0018,0.0028,-0.0005,-0.0696,-0.0761,-0.0887,-0.0727,-0.0782,-0.086,0.0035,-0.0002,-0.0035,0.0038,-0.0007,-0.002,1
2061,0.9474,0.9439,-0.0431,-0.0379,-0.0355,-0.0203,-0.0214,-0.0369,-0.0219,-0.029,-0.0005,0.0029,-0.0015,-0.0018,0.0026,-0.0006,-0.0698,-0.0685,-0.0774,-0.0627,-0.0701,-0.0731,0.0028,-0.0003,-0.0024,0.0017,-0.0002,-0.0008,1
2062,0.8976,0.8956,-0.0321,-0.0287,-0.0237,-0.0179,-0.0214,-0.0302,-0.0169,-0.0245,-0.0004,0.0021,-0.0005,-0.002,0.0017,0.0001,-0.0582,-0.0595,-0.0629,-0.0547,-0.061,-0.0617,0.0013,-0.001,-0.0001,0.0027,0.0001,-0.0009,1
2063,0.8457,0.8437,-0.021,-0.0179,-0.0188,-0.0129,-0.0159,-0.0187,-0.0153,-0.0195,0.0017,0.0015,-0.0008,-0.0016,0.0006,0,-0.043,-0.0463,-0.05,-0.0459,-0.0489,-0.0446,0.0025,-0.0015,-0.001,0.0002,-0.0006,0.0019,1
2064,0.7918,0.7881,-0.008,-0.0063,-0.0096,-0.0077,-0.0105,-0.0114,-0.0129,-0.0093,0.0006,0.0003,-0.0005,0,-0.001,-0.0008,-0.0347,-0.035,-0.0392,-0.0375,-0.037,-0.0285,-0.0002,-0.0007,0.001,0.0012,0.0007,-0.0001,1
2065,0.7335,0.7283,0.0044,0.0032,-0.0038,-0.0058,-0.0065,-0.005,-0.0058,-0.0074,0,0,0.0006,-0.0008,-0.0008,0.0015,-0.0236,-0.0244,-0.0227,-0.0275,-0.025,-0.0153,-0.0006,0.0006,0.0007,-0.0003,0.0005,0.002,1
2066,0.6693,0.6642,0.0209,0.0197,0.0029,-0.0034,-0.0019,-0.0017,-0.0076,-0.0007,0.0019,-0.0019,0.0007,0.0001,-0.0013,0.0019,-0.0099,-0.006,0.0003,-0.0068,-0.0049,0.0073,-0.001,-0.0002,0.0016,-0.0009,0.0005,0.0026,1
2067,0.598,0.5936,0.0376,0.0297,0.0065,-0.004,0.0059,0.003,-0.0036,0.0058,0.0011,-0.002,0.0016,0,-0.0041,0.0015,0.0088,0.0166,0.0203,0.012,0.0149,0.0305,-0.002,0.0007,0.0015,-0.0042,0.0005,0.0023,1
2068,0.5168,0.5123,0.0531,0.0503,0.008,-0.0053,0.0066,0.0107,-0.01,0.0081,-0.0004,-0.0029,0.0015,-0.0015,-0.0053,0.0031,0.0252,0.0321,0.0392,0.028,0.0364,0.0445,-0.0033,0.0017,0.0009,-0.0041,0.0021,0.0012,1
2069,0.4216,0.4153,0.0728,0.0745,0.0117,-0.0019,0.011,0.0083,-0.0085,0.0154,-0.001,-0.0036,0.0023,-0.0003,-0.0046,0.0038,0.0383,0.0483,0.0503,0.0371,0.0527,0.0575,-0.0032,0.0017,0.0012,-0.0039,0.0033,0.0013,1
2070,0.2972,0.2874,0.101,0.1004,0.0103,-0.0017,0.0199,0.0078,-0.0078,0.0206,-0.0025,-0.0035,0.0036,-0.003,-0.0025,0.0043,0.0485,0.0617,0.0618,0.0516,0.0645,0.0649,-0.0039,0.0015,0.0004,-0.0038,0.0028,0.0001,1
2071,0.1705,0.1695,0.1252,0.1207,0.0049,-0.0014,0.0164,0.0052,-0.0097,0.0186,-0.0032,-0.0008,0.0027,-0.0034,-0.0034,0.0047,0.0489,0.0639,0.0643,0.0511,0.0644,0.0636,-0.0026,0.0027,-0.0008,-0.0015,0.003,-0.0004,1
2072,0.0842,0.0675,0.1302,0.1226,0.0023,0.001,-0.02,-0.0059,0.0034,-0.015,0.0018,0.0007,-0.0049,0.0027,0.0008,-0.0047,0.058,0.0706,0.0683,0.0602,0.0686,0.0717,-0.003,0.0017,-0.0001,-0.002,0.0008,-0.0012,1
2073,-0.1801,-0.1868,0.1142,0.1241,-0.0085,-0.0008,-0.0247,-0.0097,-0.0078,-0.0247,0.0023,0.0023,-0.0056,0.0035,0.0012,-0.0042,0.0631,0.0752,0.0773,0.0633,0.0751,0.0754,-0.0017,0.003,-0.0002,-0.0024,0.0024,0.0003,1
2074,-0.2668,-0.2714,0.1239,0.1231,-0.0178,-0.0084,-0.0326,-0.019,-0.0059,-0.0277,0.0014,0.0036,-0.0048,0.0008,0.0024,-0.0035,0.0645,0.0778,0.0773,0.0647,0.0773,0.0793,-0.0017,0.0035,0.0008,-0.0013,0.0029,-0.0003,1
2075,-0.3309,-0.3324,0.1231,0.1258,-0.0228,-0.0065,-0.036,-0.0243,-0.012,-0.0332,0.0008,0.0052,-0.0054,0.0013,0.004,-0.0038,0.0669,0.0805,0.0789,0.0665,0.0794,0.0791,-0.0024,0.004,0,-0.0035,0.0042,0.0003,1
2076,-0.3299,-0.3303,0.121,0.1209,-0.0227,-0.0066,-0.0387,-0.0257,-0.0072,-0.0313,0.0014,0.0038,-0.0048,0.0011,0.0023,-0.0037,0.0628,0.0819,0.0807,0.0637,0.0792,0.0768,-0.0031,0.0032,0.0003,-0.0028,0.0028,0.0009,1
2077,-0.3302,-0.3298,0.1231,0.1221,-0.0256,-0.001,-0.0364,-0.0246,-0.0112,-0.0333,0.0018,0.0039,-0.0054,0.0012,0.003,-0.0032,0.0668,0.0797,0.0809,0.0672,0.0825,0.0785,-0.0024,0.0057,0.0006,-0.003,0.0035,0.0002,1
2078,-0.3304,-0.3302,0.1173,0.1218,-0.0242,-0.0069,-0.0353,-0.0253,-0.0116,-0.0312,0.0014,0.0051,-0.0048,0.0019,0.0034,-0.0039,0.0651,0.0816,0.0796,0.0654,0.0792,0.0775,-0.0014,0.0037,0,-0.0019,0.0032,-0.0001,1
2079,-0.3303,-0.3304,0.1218,0.123,-0.0235,-0.007,-0.0371,-0.0284,-0.0091,-0.0342,0.0013,0.0046,-0.0053,0.0019,0.0033,-0.0038,0.0657,0.0792,0.08,0.0642,0.0808,0.076,-0.0025,0.0034,0.0007,-0.003,0.0032,0.0007,1
2080,-0.3299,-0.3305,0.1246,0.1251,-0.0261,-0.0063,-0.0339,-0.0219,-0.0098,-0.033,0.0024,0.0037,-0.0048,0.001,0.0044,-0.0045,0.065,0.0809,0.0809,0.0635,0.0811,0.0765,-0.0016,0.003,0.0007,-0.0026,0.0033,0.0006,1
2081,-0.3301,-0.3304,0.1202,0.1234,-0.0265,-0.0069,-0.0357,-0.0253,-0.0073,-0.0319,0.0011,0.0048,-0.0048,0.0024,0.004,-0.0057,0.0677,0.0825,0.078,0.0631,0.0771,0.0807,-0.0032,0.0033,0.0003,-0.0028,0.0042,0.0003,1
2082,-0.3302,-0.3299,0.1217,0.1223,-0.0239,-0.0069,-0.0303,-0.0236,-0.008,-0.0317,0.001,0.0053,-0.0051,0.0013,0.0038,-0.0039,0.0646,0.0812,0.0788,0.0661,0.0812,0.0807,-0.0022,0.0036,0.0008,-0.0036,0.0022,0.0001,1
2083,-0.3305,-0.3301,0.1217,0.1249,-0.0235,-0.0045,-0.0368,-0.0253,-0.012,-0.0301,0.0019,0.0046,-0.0047,0.0011,0.0023,-0.0036,0.065,0.0814,0.0795,0.0642,0.0842,0.08,-0.0028,0.0036,0.0003,-0.0019,0.0039,0.0005,1
2084,-0.3301,-0.3304,0.1232,0.1236,-0.024,-0.0064,-0.0321,-0.0232,-0.0089,-0.0333,0.0012,0.0057,-0.0053,0.0015,0.0032,-0.0042,0.0661,0.0809,0.0793,0.0659,0.0795,0.0794,-0.0033,0.0038,0.0001,-0.0021,0.003,-0.0004,1
2085,-0.3298,-0.3304,0.1203,0.1227,-0.0232,-0.0056,-0.0329,-0.0251,-0.0098,-0.0324,0.0013,0.0036,-0.0048,0.0009,0.0037,-0.0032,0.0631,0.0817,0.0801,0.0654,0.0818,0.0795,-0.0023,0.003,0.0006,-0.004,0.0029,0.0005,1
2086,-0.33,-0.3302,0.118,0.125,-0.0219,-0.0045,-0.0365,-0.026,-0.0084,-0.0306,0.0012,0.0039,-0.0053,0.0005,0.0022,-0.0033,0.065,0.0747,0.0818,0.0644,0.0772,0.0803,-0.0028,0.0043,0.0009,-0.004,0.003,-0.0002,1
2087,-0.357,-0.3599,0.1231,0.1228,-0.0296,-0.0079,-0.0392,-0.0305,-0.0143,-0.0383,0,0.0058,-0.0058,0.0005,0.0055,-0.0036,0.0673,0.0817,0.0846,0.0621,0.0826,0.082,-0.004,0.0035,0.0015,-0.0038,0.0036,0.0001,1
2088,-0.4082,-0.4106,0.1224,0.1225,-0.0354,-0.01,-0.0418,-0.0338,-0.0165,-0.0416,0.0003,0.0058,-0.0048,-0.0001,0.0052,-0.0049,0.0653,0.0841,0.0829,0.0651,0.0822,0.0818,-0.0039,0.0034,0.0013,-0.0047,0.0045,-0.0006,1
2089,-0.4526,-0.4559,0.1195,0.1225,-0.0399,-0.0163,-0.0473,-0.04,-0.0172,-0.0496,0.0003,0.0067,-0.006,-0.0007,0.0044,-0.005,0.0679,0.0853,0.0856,0.0664,0.0833,0.0863,-0.0049,0.0048,-0.0001,-0.0052,0.0042,0.0002,1
2090,-0.493,-0.4965,0.1224,0.1229,-0.045,-0.0171,-0.0535,-0.0457,-0.0188,-0.0512,-0.0007,0.0052,-0.006,0.0007,0.0062,-0.0056,0.0681,0.0851,0.0876,0.0668,0.0839,0.0851,-0.0043,0.0048,0.0003,-0.0048,0.0046,-0.0002,1
2091,-0.5311,-0.5335,0.1224,0.1257,-0.0526,-0.0198,-0.0593,-0.0499,-0.0239,-0.0557,0.0004,0.007,-0.0063,0.0002,0.0048,-0.005,0.0659,0.0898,0.088,0.0671,0.0853,0.0871,-0.0041,0.0046,0.001,-0.0048,0.0055,0.0001,1
2092,-0.567,-0.5682,0.115,0.1221,-0.0553,-0.0219,-0.0594,-0.0565,-0.0267,-0.0623,-0.0002,0.0066,-0.0064,-0.0001,0.0062,-0.0058,0.0666,0.0914,0.0897,0.0687,0.087,0.0908,-0.0054,0.0058,0.0006,-0.0052,0.0044,0,1
2093,-0.6004,-0.6018,0.1246,0.1262,-0.0557,-0.0279,-0.0651,-0.0568,-0.0301,-0.0639,0.0003,0.0077,-0.0067,0.0004,0.0061,-0.0052,0.0693,0.0906,0.093,0.069,0.0909,0.0917,-0.0048,0.0069,0.0008,-0.0059,0.0045,0.0002,1
2094,-0.631,-0.6338,0.1312,0.1249,-0.0598,-0.0319,-0.0661,-0.059,-0.0323,-0.0684,-0.0003,0.007,-0.0074,-0.0003,0.0059,-0.0068,0.0729,0.0913,0.0941,0.0696,0.0902,0.0945,-0.0067,0.0062,0.0002,-0.0056,0.0055,0.0003,1
2095,-0.6603,-0.6634,0.1205,0.1253,-0.0623,-0.0339,-0.0735,-0.0679,-0.0373,-0.0701,-0.0012,0.007,-0.0073,-0.0008,0.0058,-0.0073,0.0715,0.0914,0.0961,0.0717,0.0906,0.0928,-0.0051,0.0054,0.0002,-0.0057,0.0055,0.0013,1
2096,-0.6896,-0.691,0.1156,0.1233,-0.0718,-0.0357,-0.0781,-0.0675,-0.0398,-0.0721,0.0004,0.0067,-0.0067,0.0001,0.0059,-0.0058,0.0702,0.096,0.0963,0.0723,0.0969,0.0954,-0.0066,0.005,0.0011,-0.0055,0.0054,0.0008,1
2097,-0.7179,-0.7183,0.1217,0.1249,-0.0717,-0.038,-0.0751,-0.0739,-0.0449,-0.0715,-0.0002,0.0079,-0.0079,-0.0002,0.0067,-0.006,0.0709,0.0967,0.0986,0.0744,0.0954,0.096,-0.0066,0.0062,0.0022,-0.0058,0.0051,0.0009,1
2098,-0.7443,-0.7455,0.123,0.1246,-0.078,-0.0426,-0.0759,-0.0789,-0.0436,-0.0783,0.0001,0.0072,-0.008,0.0007,0.0065,-0.0056,0.0721,0.0924,0.1022,0.0728,0.0905,0.0961,-0.0065,0.0069,0.0012,-0.0072,0.0044,0.0014,1
2099,-0.769,-0.7716,0.1196,0.1285,-0.0834,-0.0428,-0.0785,-0.0808,-0.0453,-0.0839,-0.0003,0.0084,-0.0075,-0.0016,0.0056,-0.0059,0.0745,0.0994,0.1044,0.0734,0.0948,0.1005,-0.0075,0.0058,0.0028,-0.0061,0.0052,0.0017,1
2100,-0.7934,-0.7961,0.1255,0.1262,-0.0831,-0.0486,-0.0846,-0.0854,-0.0494,-0.085,-0.0011,0.0067,-0.0058,-0.001,0.0059,-0.0054,0.0725,0.094,0.1014,0.0745,0.0977,0.0993,-0.0061,0.005,0.0011,-0.0076,0.0054,0.0018,1
2101,-0.818,-0.8189,0.1229,0.1277,-0.0861,-0.0479,-0.0825,-0.0906,-0.0543,-0.0847,-0.0006,0.0091,-0.0063,-0.0001,0.0056,-0.0061,0.0756,0.0946,0.1046,0.0763,0.0997,0.1031,-0.0069,0.0055,0.0016,-0.0073,0.0055,0.003,1
2102,-0.8328,-0.8312,0.129,0.1246,-0.0849,-0.048,-0.0862,-0.0947,-0.0581,-0.0911,0.0004,0.0064,-0.0079,-0.0014,0.007,-0.0061,0.0753,0.0967,0.1043,0.0772,0.0991,0.1032,-0.007,0.0062,0.0018,-0.0077,0.0045,0.0008,1
2103,-0.8311,-0.8307,0.1278,0.1244,-0.0863,-0.052,-0.0896,-0.0904,-0.0558,-0.0883,0.0005,0.0072,-0.0074,-0.0022,0.0054,-0.0065,0.0739,0.0977,0.1101,0.0731,0.0972,0.1014,-0.007,0.005,0.0022,-0.0078,0.0063,0.001,1
2104,-0.83,-0.8313,0.1156,0.1237,-0.0885,-0.0551,-0.0852,-0.0838,-0.0519,-0.0862,0.0009,0.0077,-0.008,-0.0012,0.0061,-0.0058,0.0784,0.0954,0.1006,0.0739,0.0956,0.1004,-0.0071,0.0073,0.0025,-0.0079,0.0063,-0.0004,1
2105,-0.8296,-0.8308,0.1229,0.128,-0.0831,-0.0502,-0.0875,-0.0908,-0.0535,-0.0874,-0.0011,0.0071,-0.007,0.0005,0.0057,-0.0062,0.0717,0.0967,0.1008,0.0781,0.0963,0.0952,-0.0058,0.0071,0.0017,-0.0073,0.0056,0.0009,1
2106,-0.796,-0.7915,0.1108,0.1122,-0.077,-0.0434,-0.073,-0.0775,-0.0441,-0.0731,-0.0004,0.0068,-0.0058,-0.0019,0.0052,-0.0059,0.0704,0.092,0.0964,0.0719,0.0911,0.096,-0.0066,0.0051,0.0005,-0.0055,0.0042,0.0004,1
2107,-0.7362,-0.731,0.0935,0.094,-0.0643,-0.0344,-0.0631,-0.064,-0.0378,-0.0601,-0.0011,0.0055,-0.0056,-0.0023,0.0054,-0.0053,0.0705,0.0825,0.0891,0.0687,0.0846,0.0831,-0.0054,0.0036,0.0021,-0.0041,0.0031,0.0002,1
2108,-0.6724,-0.6677,0.0741,0.0768,-0.0521,-0.0275,-0.0508,-0.0526,-0.0294,-0.0446,-0.0008,0.005,-0.0039,-0.0015,0.0036,-0.0034,0.0656,0.0736,0.0828,0.0666,0.0772,0.0732,-0.0035,0.0015,0.0011,-0.0034,0.0033,0.0002,1
2109,-0.601,-0.5971,0.0557,0.054,-0.0418,-0.0201,-0.0391,-0.0376,-0.0237,-0.0382,-0.0011,0.0038,-0.003,-0.0018,0.0022,-0.0017,0.0567,0.0614,0.0665,0.0565,0.0602,0.0636,-0.0041,0.0014,0.0004,-0.003,0.0014,-0.0002,1
2110,-0.5207,-0.5163,0.0353,0.0341,-0.0234,-0.0153,-0.0307,-0.0263,-0.0196,-0.0222,-0.0011,0.0011,-0.0018,0.0001,0.0009,-0.0002,0.0371,0.0379,0.0405,0.0321,0.0305,0.0335,-0.0007,0.0011,0.0004,-0.0014,-0.0008,-0.0005,1
2111,-0.4265,-0.4198,0.0075,0.0034,-0.0123,-0.0147,-0.0154,-0.0166,-0.0122,-0.0105,-0.0004,0.0001,-0.0003,-0.0004,-0.0008,0.0015,0.0143,0.0091,0.0111,0.0102,0.0065,0.0045,0.0019,0,-0.0001,0.0009,-0.0026,-0.0013,1
2112,-0.3038,-0.2932,-0.0291,-0.0298,-0.007,-0.0089,-0.0034,-0.0049,-0.017,0.0002,-0.001,-0.0014,0.0006,-0.0014,-0.0029,0.0021,-0.0276,-0.0407,-0.0454,-0.0346,-0.0515,-0.0494,0.0021,-0.0024,-0.0004,0.0012,-0.0025,0.0004,1
2113,-0.0502,0.0734,-0.1312,-0.1386,0.0007,0.0098,-0.0242,-0.0056,0.0007,-0.0237,0.0035,0.0017,-0.0075,0.002,0.0018,-0.0065,-0.0664,-0.0806,-0.0876,-0.0674,-0.0839,-0.0831,0.0022,-0.0041,-0.002,0.0035,-0.0041,-0.0022,1
2114,0.3007,0.3107,-0.1614,-0.1643,-0.0184,0.0026,-0.0303,-0.0242,-0.0057,-0.0268,0.0003,0.0057,-0.0056,-0.0014,0.0032,-0.0063,-0.0688,-0.0833,-0.0891,-0.065,-0.0844,-0.0885,0.0048,-0.0047,-0.0023,0.0043,-0.0026,-0.0013,1
2115,0.3299,0.3306,-0.1631,-0.1649,-0.0207,0.0027,-0.0322,-0.0241,0.0005,-0.0289,0.0007,0.0025,-0.006,0.0002,0.0038,-0.0049,-0.063,-0.0854,-0.0885,-0.0656,-0.0846,-0.088,0.0035,-0.0051,-0.0011,0.0049,-0.003,-0.0017,1
2116,0.3456,0.3493,-0.162,-0.1603,-0.0196,0.0015,-0.0327,-0.024,-0.0021,-0.0337,0.0006,0.0051,-0.0061,-0.0009,0.0047,-0.0054,-0.0632,-0.0874,-0.0918,-0.0655,-0.0871,-0.0911,0.0054,-0.0044,-0.0006,0.0064,-0.0047,-0.002,1
2117,0.3991,0.4014,-0.1588,-0.1616,-0.0292,0.0016,-0.0385,-0.0283,-0.0067,-0.04,0,0.0066,-0.0073,-0.0005,0.0052,-0.0058,-0.0638,-0.0894,-0.0953,-0.0667,-0.089,-0.0918,0.0067,-0.0047,-0.003,0.0065,-0.0043,-0.001,1
2118,0.4449,0.4475,-0.1593,-0.158,-0.0324,0.0007,-0.0438,-0.0363,-0.0042,-0.0449,0.0003,0.0064,-0.0082,-0.0003,0.0053,-0.0066,-0.0643,-0.0865,-0.0964,-0.0647,-0.0915,-0.0935,0.0061,-0.0047,-0.0012,0.0064,-0.0039,-0.001,1
2119,0.4858,0.4891,-0.1691,-0.1623,-0.0391,-0.0079,-0.0483,-0.0371,-0.0067,-0.0504,-0.0002,0.0069,-0.0077,0.0004,0.005,-0.0083,-0.0658,-0.0916,-0.0971,-0.0639,-0.0903,-0.0967,0.0064,-0.0045,-0.0015,0.006,-0.0051,-0.0019,1
2120,0.5239,0.5267,-0.1633,-0.1542,-0.0409,-0.0063,-0.0532,-0.042,-0.0114,-0.0511,0.0001,0.0071,-0.0094,-0.0002,0.006,-0.0085,-0.0636,-0.0911,-0.1001,-0.0653,-0.092,-0.0979,0.0056,-0.0046,-0.0018,0.0065,-0.0059,-0.0008,1
2121,0.5603,0.5616,-0.1592,-0.1608,-0.0407,-0.0124,-0.0629,-0.0436,-0.0121,-0.0593,0.0013,0.0084,-0.0089,0.0009,0.0064,-0.0091,-0.0655,-0.0938,-0.1018,-0.0682,-0.0905,-0.0996,0.0071,-0.0058,-0.0018,0.008,-0.0053,-0.0011,1
2122,0.5941,0.5954,-0.1627,-0.1602,-0.0483,-0.0068,-0.0592,-0.0439,-0.014,-0.0616,0.0013,0.0074,-0.0103,-0.0001,0.0063,-0.008,-0.0691,-0.0959,-0.1002,-0.0681,-0.0949,-0.1004,0.007,-0.0059,-0.003,0.0071,-0.0059,-0.0014,1
2123,0.6255,0.6278,-0.1622,-0.1614,-0.0498,-0.0127,-0.0591,-0.0497,-0.0147,-0.0644,-0.0009,0.0075,-0.0093,0.0006,0.0069,-0.011,-0.069,-0.0949,-0.1014,-0.0681,-0.098,-0.1021,0.0075,-0.006,-0.0013,0.0058,-0.007,-0.0028,1
2124,0.6551,0.6581,-0.1592,-0.1604,-0.0534,-0.0128,-0.0638,-0.0517,-0.0155,-0.067,0.0011,0.0086,-0.0101,-0.0001,0.0081,-0.0103,-0.0678,-0.0932,-0.1036,-0.0674,-0.0943,-0.1036,0.0068,-0.0064,-0.0019,0.0073,-0.0056,-0.0006,1
2125,0.6841,0.686,-0.1579,-0.1584,-0.0542,-0.018,-0.0711,-0.0607,-0.0178,-0.0687,-0.0003,0.0072,-0.0097,0.002,0.0071,-0.0102,-0.0693,-0.093,-0.1066,-0.0715,-0.0952,-0.1039,0.0069,-0.0067,-0.0032,0.0078,-0.0071,-0.0026,1
2126,0.7128,0.7132,-0.1626,-0.1673,-0.0594,-0.0158,-0.0718,-0.0634,-0.022,-0.0682,0.0005,0.0081,-0.0105,-0.0002,0.0073,-0.0098,-0.0706,-0.0926,-0.1081,-0.0716,-0.0968,-0.102,0.0077,-0.0061,-0.0019,0.0075,-0.0067,-0.0019,1
2127,0.7396,0.7403,-0.1635,-0.162,-0.063,-0.0198,-0.0694,-0.064,-0.0255,-0.0714,0.0005,0.0099,-0.011,0,0.0079,-0.0082,-0.0697,-0.0946,-0.1055,-0.0754,-0.0958,-0.1048,0.0097,-0.0058,-0.0028,0.007,-0.0072,-0.0026,1
2128,0.7646,0.7669,-0.1625,-0.1644,-0.0664,-0.0249,-0.0749,-0.0696,-0.0246,-0.0727,0.0007,0.0098,-0.0079,0,0.0082,-0.0114,-0.0721,-0.0943,-0.1088,-0.0721,-0.0991,-0.105,0.0071,-0.0066,-0.0029,0.0084,-0.0085,-0.0019,1
2129,0.7887,0.7917,-0.1639,-0.162,-0.0703,-0.0271,-0.0743,-0.0699,-0.0291,-0.0761,-0.0007,0.01,-0.0092,0.0001,0.0077,-0.0091,-0.0742,-0.092,-0.1079,-0.075,-0.0948,-0.1064,0.0081,-0.0068,-0.0038,0.0082,-0.0061,-0.0018,1
2130,0.8134,0.8149,-0.1665,-0.1642,-0.074,-0.0311,-0.0811,-0.0722,-0.0288,-0.0724,-0.0014,0.0109,-0.0088,0.0009,0.009,-0.0093,-0.0765,-0.0935,-0.111,-0.0695,-0.0948,-0.1074,0.0087,-0.0082,-0.0025,0.0086,-0.0071,-0.0026,1
2131,0.8329,0.8314,-0.1613,-0.1692,-0.0767,-0.0302,-0.0816,-0.0757,-0.0329,-0.0776,0.0002,0.0112,-0.0099,0,0.0082,-0.0095,-0.0743,-0.0957,-0.1077,-0.0811,-0.0966,-0.1081,0.0088,-0.0065,-0.0031,0.0083,-0.0064,-0.0029,1
2132,0.8314,0.8305,-0.1609,-0.164,-0.0742,-0.0315,-0.076,-0.0785,-0.0344,-0.0826,0.0001,0.01,-0.0101,0.0005,0.0087,-0.0095,-0.076,-0.0962,-0.1116,-0.0758,-0.0992,-0.1081,0.0092,-0.005,-0.0028,0.0098,-0.0064,-0.003,1
2133,0.8302,0.8312,-0.1626,-0.1605,-0.0741,-0.0284,-0.085,-0.0759,-0.0292,-0.0802,-0.001,0.0099,-0.009,-0.0011,0.0078,-0.0096,-0.0721,-0.0954,-0.1087,-0.0743,-0.0936,-0.1081,0.0068,-0.0072,-0.003,0.01,-0.0067,-0.0023,1
