num,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,nothing1,nothing2,nothing3,nothing4,nothing5,nothing6,nothing7,nothing8,nothing9,nothing10,nothing11,nothing12,nothing13,nothing14,nothing15,nothing16,nothing17,state,target
85194,0.543,0.9548,0.4588,-0.5899,-0.9202,-0.674,3.2869,2.1519,3.3593,0.0141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
85195,0.543,0.9548,0.4588,-0.5899,-0.9202,-0.674,3.2869,2.1623,3.3705,0.015,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
85778,0.3672,0.8376,0.6931,-0.6094,-0.9202,-0.5569,3.2888,2.1623,3.3705,0.015,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
86361,0.4258,0.7985,0.5174,-0.6289,-0.9202,-0.5373,3.297,2.1651,3.362,0.0122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
86362,0.4258,0.7985,0.5174,-0.6289,-0.9202,-0.5373,3.297,2.1651,3.381,0.0145,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
86945,0.5039,0.8571,0.5369,-0.7852,-0.9788,-0.635,3.301,2.1467,3.381,0.0145,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
87528,0.4844,0.779,0.5955,-0.707,-0.8225,-0.6545,3.3068,2.1614,3.3746,0.0143,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
87529,0.4844,0.779,0.5955,-0.707,-0.8225,-0.6545,3.3068,2.1614,3.3746,0.0125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
88112,0.4648,0.7985,0.4978,-0.6289,-0.8421,-0.5959,3.3218,2.1534,3.3823,0.0125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
88696,0.4844,0.8571,0.6346,-0.6875,-0.8616,-0.5764,3.2881,2.1577,3.348,0.0149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
89279,0.5039,0.9157,0.6346,-0.6094,-0.8811,-0.5569,3.2972,2.1666,3.3575,0.0138,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
89863,0.4453,0.8181,0.576,-0.6289,-0.9983,-0.5764,3.2898,2.1492,3.3444,0.0127,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
90446,0.4844,0.8962,0.4783,-0.707,-0.9202,-0.5373,3.2753,2.1572,3.3706,0.0152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
91030,0.4844,0.8571,0.5369,-0.7656,-0.9007,-0.6545,3.2898,2.1677,3.3763,0.0135,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
91613,0.5039,0.9157,0.5174,-0.6289,-0.9788,-0.6545,3.29,2.152,3.3588,0.0133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
92197,0.4453,0.8962,0.4978,-0.6094,-0.8421,-0.6154,3.3114,2.1445,3.3631,0.0151,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
92780,0.5039,0.7985,0.5564,-0.5899,-0.9202,-0.674,3.2867,2.1583,3.3754,0.0131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
93364,0.3086,0.9353,0.615,-0.707,-0.7835,-0.674,3.3057,2.1634,3.3802,0.0139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
93947,0.4648,0.8376,0.4978,-0.6289,-1.0569,-0.635,3.3028,2.146,3.3722,0.0149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
94531,0.4844,0.9353,0.6541,-0.707,-0.9202,-0.6545,3.3017,2.1665,3.4084,0.0124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
95114,0.5234,0.8962,0.5174,-0.7266,-0.8225,-0.5959,3.3068,2.1574,3.378,0.0143,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
95115,0.5234,0.8571,0.576,-0.6289,-0.8811,-0.8108,3.2858,2.1658,3.3659,0.0146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
95698,0.543,0.8571,0.576,-0.6289,-0.8811,-0.8108,3.2858,2.1658,3.3659,0.0146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
96281,0.4258,0.8767,0.6931,-0.7461,-0.9202,-0.5569,3.3136,2.1501,3.3718,0.0122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
96282,0.4258,0.8767,0.5174,-0.6875,-0.8616,-0.6545,3.2925,2.1575,3.3592,0.0147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
96865,0.4648,0.7009,0.5174,-0.6875,-0.8616,-0.6545,3.2925,2.1575,3.3592,0.0147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
97448,0.3867,0.8181,0.5955,-0.7266,-0.9007,-0.6936,3.285,2.1707,3.3782,0.0141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
97449,0.3867,0.8181,0.5955,-0.8047,-0.8811,-0.5959,3.306,2.1688,3.365,0.0123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
98032,0.4844,0.9548,0.576,-0.8047,-0.8811,-0.5959,3.306,2.1688,3.365,0.0123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
98615,0.582,0.8181,0.4783,-0.707,-0.9788,-0.635,3.3029,2.1635,3.3829,0.0151,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
98616,0.582,0.8181,0.4783,-0.707,-0.9007,-0.5959,3.3019,2.1637,3.3887,0.0136,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
99199,0.4844,0.9353,0.4588,-0.961,-0.9007,-0.5959,3.3019,2.1637,3.3887,0.0136,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
99782,0.3476,0.7985,0.615,-0.6485,-0.8421,-0.6545,3.3277,2.1755,3.3973,0.0125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
99783,0.3476,0.7985,0.615,-0.6485,-0.8421,-0.635,3.3109,2.1629,3.3815,0.0154,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
100366,0.4844,0.8767,0.6346,-0.6875,-0.9202,-0.635,3.3109,2.1629,3.3815,0.0154,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
100949,0.4453,0.8571,0.615,-0.6485,-0.9007,-0.5569,3.3068,2.166,3.3855,0.0131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
100950,0.4453,0.8571,0.615,-0.6485,-0.9007,-0.5569,3.2934,2.1634,3.3456,0.0131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
101533,0.3672,0.9353,0.4588,-0.668,-0.9202,-0.6545,3.2934,2.1634,3.3456,0.0131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
102116,0.3476,0.8962,0.5369,-0.668,-0.9593,-0.5764,3.309,2.1653,3.3781,0.0155,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
102117,0.3476,0.8962,0.5369,-0.668,-0.9593,-0.5764,3.309,2.1696,3.3612,0.0127,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
102700,0.3672,0.7985,0.6346,-0.7266,-0.764,-0.6545,3.321,2.1696,3.3612,0.0127,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
103283,0.4844,0.8571,0.5174,-0.7266,-0.9202,-0.6936,3.3135,2.1575,3.4025,0.0135,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
103284,0.4844,0.8571,0.5174,-0.7266,-0.9202,-0.6936,3.3135,2.1575,3.3989,0.0153,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
103867,0.543,0.8767,0.5174,-0.7461,-0.9007,-0.5959,3.3031,2.1697,3.3989,0.0153,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
104450,0.4648,0.7985,0.576,-0.7266,-0.8225,-0.635,3.302,2.1622,3.3727,0.0124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
104451,0.4648,0.7985,0.576,-0.7266,-0.8225,-0.635,3.302,2.1622,3.3727,0.014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
105034,0.543,0.7595,0.615,-0.6289,-0.8616,-0.6154,3.2951,2.1584,3.3968,0.014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
105618,0.4844,0.7595,0.615,-0.668,-0.9202,-0.5959,3.2912,2.1747,3.3694,0.0151,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
106201,0.5039,0.779,0.615,-0.6094,-0.9202,-0.6545,3.3098,2.175,3.3631,0.0123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
106785,0.4258,0.8376,0.6736,-0.668,-0.9202,-0.8108,3.3038,2.17,3.3554,0.0143,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
107368,0.4258,0.779,0.5955,-0.6875,-0.9397,-0.6936,3.3227,2.1795,3.3827,0.0145,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
107952,0.4453,0.8376,0.4783,-0.7266,-0.803,-0.635,3.3143,2.1732,3.3637,0.0123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
108535,0.4258,0.7985,0.5369,-0.6875,-0.9593,-0.6154,3.3178,2.1631,3.3707,0.0147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
109119,0.4648,0.8571,0.7322,-0.668,-0.9007,-0.7131,3.3177,2.165,3.3513,0.0142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
109702,0.5039,0.7595,0.6541,-0.6289,-1.0179,-0.5178,3.3132,2.1762,3.3656,0.0126,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
110286,0.4062,0.8376,0.6346,-0.7656,-0.9202,-0.6936,3.3366,2.1756,3.3666,0.0149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
110869,0.5039,0.7595,0.6346,-0.7852,-0.9007,-0.7717,3.3296,2.1743,3.3809,0.0136,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
111453,0.5234,0.779,0.5564,-0.668,-0.8225,-0.5178,3.327,2.1566,3.384,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
112036,0.4062,0.9548,0.5174,-0.7266,-0.8421,-0.6154,3.318,2.1799,3.4047,0.0149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
112037,0.4062,0.8962,0.6541,-0.6094,-0.9007,-0.8303,3.3028,2.1788,3.3654,0.0134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
112620,0.5234,0.8962,0.6541,-0.6094,-0.9007,-0.8303,3.3028,2.1788,3.3654,0.0134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
113203,0.4648,0.9353,0.5174,-0.8828,-0.9007,-0.6936,3.3096,2.1757,3.3863,0.0135,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
113204,0.4648,0.9353,0.576,-0.8047,-0.9593,-0.5373,3.3337,2.1701,3.4137,0.015,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
113787,0.5039,0.8767,0.576,-0.8047,-0.9593,-0.5373,3.3337,2.1701,3.4137,0.015,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
114370,0.5625,0.8767,0.3806,-0.6289,-0.9788,-0.8108,3.3317,2.1719,3.4066,0.0129,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
114371,0.5625,0.8767,0.3806,-0.6875,-0.9202,-0.7717,3.3135,2.1843,3.3758,0.014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
114954,0.543,0.9548,0.5174,-0.6875,-0.9202,-0.7717,3.3135,2.1843,3.3758,0.014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
115537,0.4453,0.8962,0.615,-0.668,-0.9397,-0.7131,3.3325,2.1677,3.3725,0.0148,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
115538,0.4453,0.8962,0.615,-0.668,-0.9397,-0.635,3.3282,2.1684,3.4006,0.0123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
116121,0.4648,0.8962,0.5369,-0.6485,-0.9397,-0.635,3.3282,2.1684,3.4006,0.0123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
116704,0.5039,0.8181,0.5955,-0.7656,-1.0569,-0.6545,3.2969,2.1742,3.4091,0.0146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
116705,0.5039,0.8181,0.5955,-0.7656,-1.0569,-0.674,3.3187,2.1845,3.3806,0.0141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
117288,0.543,0.7204,0.6346,-0.6875,-0.7249,-0.674,3.3187,2.1845,3.3806,0.0141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
117871,0.543,0.7009,0.5369,-0.7656,-0.8225,-0.5764,3.3238,2.1578,3.3789,0.0123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
117872,0.543,0.7009,0.5369,-0.7656,-0.8225,-0.5764,3.3191,2.1777,3.393,0.015,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
118455,0.4258,0.8962,0.6736,-0.6289,-1.0374,-0.5178,3.3191,2.1777,3.393,0.015,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
119038,0.5039,0.8181,0.5955,-0.668,-0.9007,-0.5569,3.3313,2.1544,3.3663,0.0138,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
119039,0.5039,0.8181,0.5955,-0.668,-0.9007,-0.5569,3.3313,2.1821,3.4089,0.0124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
119622,0.4844,0.7595,0.5174,-0.8438,-0.9593,-0.7131,3.3086,2.1821,3.4089,0.0124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
120205,0.4453,0.8962,0.3806,-0.7656,-0.8811,-0.635,3.3203,2.1819,3.38,0.0152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
120206,0.4453,0.8962,0.3806,-0.7656,-0.8811,-0.635,3.3203,2.1819,3.4035,0.0134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
120789,0.4258,0.9548,0.4783,-0.7852,-1.1155,-0.5959,3.3109,2.178,3.4035,0.0134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
121372,0.4844,0.779,0.576,-0.668,-0.9007,-0.635,3.3209,2.1757,3.4161,0.0127,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
121373,0.4844,0.779,0.576,-0.668,-0.9007,-0.635,3.3209,2.1757,3.4161,0.0154,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
121956,0.3867,0.9353,0.5564,-0.7266,-0.9983,-0.7326,3.3169,2.1747,3.3862,0.0154,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
122540,0.5625,0.8571,0.7322,-0.6289,-0.803,-0.6545,3.3387,2.1754,3.3656,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
123123,0.4648,0.7009,0.4392,-0.6094,-1.0179,-0.5569,3.338,2.1708,3.3996,0.0132,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
123707,0.4844,0.9353,0.5174,-0.8438,-1.135,-0.6154,3.3255,2.1769,3.4071,0.0155,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
124290,0.4062,0.779,0.576,-0.5508,-0.7444,-0.6545,3.2947,2.1711,3.3875,0.0125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
124874,0.5039,0.9939,0.4392,-0.6485,-0.9397,-0.7131,3.3122,2.181,3.391,0.0138,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
125457,0.3672,0.8767,0.6541,-0.6289,-0.8225,-0.6545,3.328,2.1891,3.3801,0.0152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
126041,0.5039,0.779,0.6346,-0.7461,-0.9593,-0.6154,3.3292,2.1729,3.3887,0.0123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
126624,0.5625,0.8767,0.4783,-0.668,-0.9593,-0.635,3.3302,2.1741,3.3778,0.0142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
127208,0.4258,0.8571,0.5369,-0.8242,-0.803,-0.5959,3.311,2.1759,3.4053,0.0149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
127791,0.5039,0.8962,0.576,-0.7266,-0.9007,-0.5764,3.3334,2.1783,3.3844,0.0123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
128375,0.5039,0.74,0.6736,-0.7266,-0.8421,-0.5178,3.3186,2.183,3.3859,0.0144,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
128958,0.3476,0.9743,0.5955,-0.8047,-0.9397,-0.6154,3.3187,2.189,3.4183,0.0143,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
128959,0.3476,0.9353,0.615,-0.7656,-0.9202,-0.6545,3.3227,2.168,3.4018,0.0126,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
129542,0.4258,0.9353,0.615,-0.7656,-0.9202,-0.6545,3.3227,2.168,3.4018,0.0126,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
130125,0.4844,0.8962,0.4588,-0.668,-0.9788,-0.7912,3.3232,2.1891,3.4058,0.0147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
130126,0.4844,0.8962,0.615,-0.6289,-0.8421,-0.6545,3.3169,2.1862,3.3905,0.0138,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
130709,0.3672,0.8962,0.615,-0.6289,-0.8421,-0.6545,3.3169,2.1862,3.3905,0.0138,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
131292,0.5039,0.8571,0.5564,-0.6289,-0.9397,-0.5569,3.3463,2.1905,3.4199,0.0128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
131293,0.5039,0.8571,0.5564,-0.6875,-1.0374,-0.674,3.3519,2.1843,3.4126,0.0151,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
131876,0.5234,0.8181,0.5955,-0.6875,-1.0374,-0.674,3.3519,2.1843,3.4126,0.0151,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
132459,0.4258,0.8376,0.5955,-0.8047,-0.9007,-0.674,3.3198,2.1848,3.4063,0.0134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
132460,0.4258,0.8376,0.5955,-0.8047,-0.9788,-0.6154,3.317,2.1752,3.3894,0.0133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
133043,0.4453,0.9548,0.5955,-0.7461,-0.9788,-0.6154,3.317,2.1752,3.3894,0.0133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
133626,0.4258,0.779,0.6736,-0.5508,-0.9397,-0.5764,3.3272,2.1827,3.4034,0.0151,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2,2
