num,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,nothing1,nothing2,nothing3,nothing4,nothing5,nothing6,nothing7,nothing8,nothing9,nothing10,nothing11,nothing12,nothing13,nothing14,nothing15,nothing16,nothing17,state,target
6419,0.3867,0.5251,0.8689,-0.668,-0.4319,-1.1819,3.0359,3.0487,1.8629,0.0118,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
7003,0.4844,0.5446,0.8885,-0.5899,-0.5686,-1.0451,3.0472,3.0605,1.8542,0.0142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
7586,0.4844,0.3884,1.0447,-0.668,-0.6663,-0.9084,3.0578,3.0588,1.8634,0.0119,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
8170,0.543,0.486,0.9861,-0.6094,-0.5296,-0.9279,3.0492,3.0601,1.8622,0.0124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
8753,0.4258,0.5446,0.9471,-0.5703,-0.5882,-0.9865,3.0354,3.0512,1.8552,0.0141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
9337,0.582,0.6228,0.9471,-0.6094,-0.6858,-0.9475,3.0468,3.063,1.8633,0.0115,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
9920,0.5039,0.4275,0.8885,-0.668,-0.5882,-1.1233,3.0209,3.0839,1.86,0.0131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
9921,0.5039,0.4275,0.8885,-0.7461,-0.4905,-0.967,3.0475,3.0706,1.8753,0.0137,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
10504,0.4453,0.4275,0.8885,-0.7461,-0.4905,-0.967,3.0475,3.0706,1.8753,0.0137,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
11087,0.5039,0.5251,0.9666,-0.6289,-0.5491,-1.0061,3.0557,3.0725,1.8505,0.0113,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
11088,0.5039,0.5251,1.0056,-0.5899,-0.6858,-0.9279,3.063,3.0687,1.8655,0.0137,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
11671,0.5039,0.6032,1.0056,-0.5899,-0.6858,-0.9279,3.063,3.0687,1.8655,0.0137,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
12254,0.543,0.3493,1.0447,-0.6094,-0.5296,-1.0256,3.0465,3.0522,1.8718,0.0133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
12255,0.543,0.3493,1.0447,-0.6289,-0.7054,-0.8694,3.0334,3.044,1.8775,0.0112,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
12838,0.4062,0.5642,1.0056,-0.6289,-0.7054,-0.8694,3.0334,3.044,1.8775,0.0112,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
13421,0.4844,0.6228,1.0056,-0.6094,-0.6077,-0.967,3.0506,3.0624,1.8699,0.0142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
13422,0.4844,0.6228,1.0056,-0.6094,-0.5491,-0.9865,3.0506,3.081,1.8737,0.0128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
14005,0.4453,0.5446,0.7713,-0.668,-0.5491,-0.9865,3.0506,3.081,1.8737,0.0128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
14588,0.3867,0.7009,1.0056,-0.6485,-0.4905,-0.9475,3.057,3.0822,1.855,0.0114,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
14589,0.3867,0.7009,1.0056,-0.6485,-0.4905,-1.0256,3.0533,3.0824,1.871,0.0146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
15172,0.4844,0.4275,0.8689,-0.707,-0.471,-1.0256,3.0533,3.0824,1.871,0.0146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
15755,0.4258,0.5446,0.9471,-0.5703,-0.6272,-0.9084,3.0425,3.0668,1.8588,0.0122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
15756,0.4258,0.5446,0.9471,-0.5703,-0.6272,-0.9084,3.0679,3.0784,1.8644,0.012,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
16339,0.582,0.5642,0.908,-0.707,-0.6272,-0.8303,3.0679,3.0784,1.8644,0.012,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
16922,0.5039,0.5446,1.0252,-0.6875,-0.5882,-0.9475,3.0691,3.0594,1.8798,0.0149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
16923,0.5039,0.5446,1.0252,-0.6875,-0.5882,-0.9475,3.0691,3.0946,1.883,0.0121,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
17506,0.543,0.5446,0.8885,-0.5703,-0.5491,-1.1233,3.066,3.0946,1.883,0.0121,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
18089,0.5039,0.4079,0.7713,-0.6875,-0.6468,-0.9475,3.068,3.0867,1.8661,0.0126,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
18090,0.5039,0.4079,0.7713,-0.6875,-0.6468,-0.9475,3.068,3.0867,1.882,0.0147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
18673,0.543,0.6618,0.9861,-0.5899,-0.51,-0.9475,3.075,3.0846,1.882,0.0147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
19256,0.4258,0.6423,0.8299,-0.9024,-0.5296,-0.967,3.0582,3.0692,1.8549,0.0117,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
19257,0.4258,0.6423,0.8299,-0.9024,-0.5296,-0.967,3.0582,3.0692,1.8549,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
19840,0.543,0.6228,0.908,-0.7461,-0.6272,-1.0061,3.0641,3.0783,1.8922,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
20424,0.5234,0.5837,0.9471,-0.5899,-0.5882,-1.0451,3.0635,3.0814,1.885,0.0143,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
21007,0.4453,0.5446,0.908,-0.8047,-0.6077,-1.0451,3.0802,3.0803,1.9034,0.0112,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
21591,0.4844,0.486,0.8494,-0.6875,-0.5491,-0.9279,3.0713,3.0965,1.8868,0.0134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
22174,0.4648,0.5642,0.9471,-0.6094,-0.6468,-1.0256,3.0763,3.0839,1.8699,0.0139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
22758,0.4844,0.6618,1.0252,-0.6875,-0.4905,-1.0451,3.0753,3.0648,1.8806,0.0112,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
23341,0.5039,0.6228,0.908,-0.6289,-0.5882,-0.9475,3.0762,3.0802,1.8799,0.0138,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
23925,0.4453,0.5056,0.6541,-0.6875,-0.5296,-1.0061,3.0664,3.1002,1.9024,0.0132,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
24508,0.5234,0.5251,0.908,-0.5899,-0.51,-0.9279,3.0859,3.0977,1.8818,0.0114,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
25092,0.5234,0.5446,0.8103,-0.7461,-0.6077,-0.9279,3.0794,3.107,1.8992,0.0141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
25675,0.3086,0.6228,0.908,-0.668,-0.5686,-1.0256,3.0623,3.0992,1.8907,0.0126,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
26259,0.1914,0.5642,0.908,-0.707,-0.5882,-1.0842,3.073,3.0998,1.8737,0.0115,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
26842,0.4844,0.447,0.8299,-0.668,-0.6272,-1.0256,3.0904,3.0816,1.8953,0.0142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
26843,0.4844,0.4275,0.9861,-0.668,-0.7249,-0.9475,3.1011,3.0899,1.8786,0.012,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
27426,0.543,0.4275,0.9861,-0.668,-0.7249,-0.9475,3.1011,3.0899,1.8786,0.012,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
28009,0.4648,0.5642,0.9666,-0.668,-0.4905,-0.9865,3.0626,3.0845,1.8759,0.0122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
28010,0.4648,0.5642,0.8103,-0.8242,-0.4905,-0.967,3.0768,3.0891,1.8786,0.0142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
28593,0.3476,0.6228,0.8103,-0.8242,-0.4905,-0.967,3.0768,3.0891,1.8786,0.0142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
29176,0.4844,0.6618,0.908,-0.6289,-0.5686,-1.0647,3.0922,3.0991,1.9031,0.0116,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
29177,0.4844,0.6618,0.908,-0.6094,-0.51,-0.9084,3.0751,3.0975,1.8809,0.0128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
29760,0.4648,0.5837,0.7908,-0.6094,-0.51,-0.9084,3.0751,3.0975,1.8809,0.0128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
30343,0.3867,0.6423,0.908,-0.668,-0.51,-1.1037,3.0789,3.1018,1.8838,0.0139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
30344,0.3867,0.6423,0.908,-0.668,-0.5686,-0.9084,3.0909,3.0927,1.8729,0.0114,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
30927,0.5234,0.5837,0.908,-0.668,-0.5686,-0.9084,3.0909,3.0927,1.8729,0.0114,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
31510,0.4648,0.5837,1.0056,-0.5899,-0.5296,-1.0256,3.0822,3.1055,1.8749,0.0134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
31511,0.4648,0.5837,1.0056,-0.5899,-0.5296,-0.9865,3.0805,3.1159,1.871,0.0134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
32094,0.5039,0.5837,1.0056,-0.5899,-0.6468,-0.9865,3.0805,3.1159,1.871,0.0134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
32677,0.5625,0.5251,1.0056,-0.5313,-0.6858,-1.0256,3.0968,3.0985,1.8929,0.0112,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
32678,0.5625,0.5251,1.0056,-0.5313,-0.6858,-1.0256,3.0775,3.1172,1.9066,0.0139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
33261,0.5625,0.5056,0.908,-0.6289,-0.6663,-0.9084,3.0775,3.1172,1.9066,0.0139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
33844,0.543,0.4665,0.908,-0.5313,-0.51,-0.9865,3.0917,3.0997,1.9077,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
33845,0.543,0.4665,0.908,-0.5313,-0.51,-0.9865,3.0917,3.0917,1.868,0.0113,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
34428,0.4648,0.8181,0.8494,-0.6094,-0.7444,-0.9865,3.0979,3.0917,1.868,0.0113,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
35011,0.4844,0.5837,0.908,-0.7266,-0.51,-1.2795,3.0751,3.1029,1.8832,0.0144,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
35012,0.4844,0.5837,0.908,-0.7266,-0.51,-1.2795,3.0751,3.1029,1.9032,0.0125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
35595,0.4648,0.486,1.0056,-0.668,-0.5882,-0.9084,3.0988,3.1166,1.9032,0.0125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
36178,0.5039,0.5837,0.9275,-0.6289,-0.4319,-0.9865,3.1043,3.096,1.8961,0.0116,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
36179,0.5039,0.5837,0.9275,-0.6289,-0.4319,-0.9865,3.1043,3.096,1.8961,0.0147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
36762,0.5234,0.486,1.0642,-0.6875,-0.51,-0.9084,3.0936,3.1104,1.8918,0.0147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
37346,0.4062,0.6228,0.8689,-0.7656,-0.471,-1.0842,3.0929,3.1019,1.8867,0.0121,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
37929,0.5039,0.5837,0.9275,-0.707,-0.6077,-1.1037,3.0804,3.1183,1.9046,0.0122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
38513,0.5234,0.3884,0.8494,-0.668,-0.4905,-0.967,3.0908,3.1051,1.8897,0.0148,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
39096,0.5039,0.486,0.8689,-0.6875,-0.4905,-0.9279,3.081,3.1149,1.898,0.0119,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
39680,0.4062,0.6814,0.8885,-0.6485,-0.471,-0.9475,3.0955,3.1191,1.9127,0.0128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
40263,0.543,0.5446,0.8494,-0.6875,-0.6077,-0.8303,3.0868,3.1172,1.8903,0.0146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
40847,0.4648,0.5446,0.8689,-0.8047,-0.5882,-0.8889,3.0983,3.1149,1.8895,0.0115,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
41430,0.3672,0.4665,0.8299,-0.668,-0.6272,-0.967,3.1053,3.1162,1.8851,0.0133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
42014,0.3281,0.5642,0.908,-0.7656,-0.471,-0.8498,3.0925,3.1248,1.8902,0.0142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
42597,0.4648,0.6423,0.8689,-0.4922,-0.5882,-0.9475,3.0909,3.1101,1.8852,0.0112,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
43181,0.4258,0.4079,0.9861,-0.6289,-0.6272,-0.8694,3.0884,3.1247,1.9017,0.0137,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
43764,0.4648,0.3689,0.8494,-0.7266,-0.6468,-1.0061,3.0756,3.1142,1.9129,0.0136,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
43765,0.4648,0.6032,0.9471,-0.8047,-0.471,-0.9865,3.0979,3.1181,1.8851,0.0113,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
44348,0.4062,0.6032,0.9471,-0.8047,-0.471,-0.9865,3.0979,3.1181,1.8851,0.0113,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
44931,0.582,0.6032,0.908,-0.6289,-0.471,-1.0451,3.1071,3.1187,1.9116,0.0138,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
44932,0.582,0.6032,0.9471,-0.5703,-0.5491,-0.967,3.11,3.1177,1.8965,0.0129,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
45515,0.4648,0.5446,0.9471,-0.5703,-0.5491,-0.967,3.11,3.1177,1.8965,0.0129,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
46098,0.4453,0.5251,0.908,-0.7656,-0.4905,-0.9475,3.1114,3.1317,1.8971,0.0114,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
46099,0.4453,0.5251,0.908,-0.6289,-0.5491,-1.0647,3.0923,3.1248,1.9002,0.0141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
46682,0.4648,0.5446,0.9861,-0.6289,-0.5491,-1.0647,3.0923,3.1248,1.9002,0.0141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
47265,0.4258,0.6032,0.8689,-0.8828,-0.6858,-1.1037,3.1078,3.13,1.9095,0.0123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
47266,0.4258,0.6032,0.8689,-0.8828,-0.471,-1.0256,3.1022,3.1132,1.9015,0.0118,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
47849,0.3867,0.5251,0.9666,-0.7266,-0.471,-1.0256,3.1022,3.1132,1.9015,0.0118,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
48432,0.6015,0.6814,0.9666,-0.7266,-0.6858,-0.8889,3.0858,3.1187,1.9188,0.0141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
48433,0.6015,0.6814,0.9666,-0.7266,-0.6858,-0.967,3.0919,3.1197,1.8976,0.0119,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
49016,0.5039,0.5446,0.9275,-0.5703,-0.471,-0.967,3.0919,3.1197,1.8976,0.0119,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
49599,0.5039,0.6228,0.908,-0.8633,-0.51,-0.9279,3.1011,3.1309,1.8942,0.0125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
49600,0.5039,0.6228,0.908,-0.8633,-0.51,-0.9279,3.1174,3.1089,1.9133,0.014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
50183,0.4258,0.6032,0.908,-0.6289,-0.6077,-0.967,3.1174,3.1089,1.9133,0.014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
50766,0.4844,0.5056,0.908,-0.668,-0.5296,-1.0647,3.1094,3.1157,1.9152,0.0115,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
50767,0.4844,0.5056,0.908,-0.668,-0.5296,-1.0647,3.1094,3.1197,1.9311,0.0131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
51350,0.4844,0.4665,1.0252,-0.5313,-0.6077,-1.0256,3.1128,3.1197,1.9311,0.0131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
51933,0.4844,0.5446,0.9861,-0.5703,-0.6468,-1.0451,3.1102,3.1286,1.9035,0.0136,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
51934,0.4844,0.5446,0.9861,-0.5703,-0.6468,-1.0451,3.1102,3.1286,1.8929,0.0112,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
52517,0.543,0.5446,0.8494,-0.707,-0.7249,-1.0061,3.1209,3.1239,1.8929,0.0112,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
53100,0.4453,0.5642,0.9666,-0.5899,-0.51,-0.8889,3.117,3.1259,1.9145,0.0136,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
53101,0.4453,0.5642,0.9666,-0.5899,-0.51,-0.8889,3.117,3.1259,1.9145,0.0132,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
53684,0.543,0.447,0.8689,-0.5703,-0.51,-0.9279,3.1051,3.1263,1.9224,0.0132,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3,5
